reactions,Chemostat_vilu_011,Chemostat_heinmann_012,galactose_heinmann,Chemostat_heinmann_02,Chemostat_vilu_021,acetate_heinmann,Chemostat_vilu_031,Chemostat_heinmann_035,glucosamine_heinmann,Chemostat_vilu_04,pyruvate_heinmann,succinate_heinmann,glycerol_heinmann,fumarate_heinmann,Chemostat_vilu_049,pH6_heinmann,Chemostat_heinmann_05,anaerobic_heinmann,glucose_heinmann,42Cdeg_henimann,NaCl_50mM_heinmann
SPMS,1060000000000000,749827405544445,1339067552526320,943806469923030,1343333333333330,977305398896944,1366666666666670,1103995068121940,2118112225902990,2040000000000000,1575615913027620,2095396942225830,2006120266520290,2263384880342780,1420000000000000,2011246847540860,1814562299341030,1469934144269660,2464351888718960,2308370216350710,2841630640451430
FEROpp,1706666666666670,3505081259604440,3244839926465610,3339202380448480,1503333333333330,2707871301484440,1886666666666670,2887184863524720,2639913584101380,1940000000000000,2711579070677780,3233737558969720,2800813106601160,2972804912628330,1823333333333330,4057347010611830,3776100176022310,4347587080011030,2634171468214380,3417626564080710,2704277447934760
CU1Opp,1706666666666670,3505081259604440,3244839926465610,3339202380448480,1503333333333330,2707871301484440,1886666666666670,2887184863524720,2639913584101380,1940000000000000,2711579070677780,3233737558969720,2800813106601160,2972804912628330,1823333333333330,4057347010611830,3776100176022310,4347587080011030,2634171468214380,3417626564080710,2704277447934760
HCO3E,9200000000000000,2209090821596830,4723164338528770,2221871989030000,9816666666666670,4165255100210830,8580000000000000,2119144451966390,5461935983273100,9376666666666670,4269230057391430,5226155319656670,5027474713647830,4575835757165560,8983333333333330,8094884482176560,3635552521876410,5054812133619540,8137115562640630,7632181808106670,8257059350624290
ASP1DC,,1360116570782540,3258901378153330,1439162573506670,,2537070531906110,,1874187032138890,4750636913756090,,2843554271211750,3736967298597500,4051546574362320,2122424547384170,,5672577543843870,2462878410710770,2180031039483220,5470936616781880,5512618211544760,3223202311897620
PANTS,3796666666666670,2071441208015560,2599368267468770,2401003693630300,3486666666666670,2590893926349440,3053333333333330,2454148118468060,2923765268796320,2710000000000000,3376401915170160,2414582891257500,2764804423997680,2663328625527220,2840000000000000,2889985623746880,2498774523197180,3081951658134250,2942097683504170,2837178469739050,2536977500973100
MOHMT,9843333333333330,103445161116190,363214554102105,93619510197878.8,9140000000000000,276138474036944,7260000000000000,55422262408611.1,531393471205747,7213333333333330,252839168412064,266047094784167,286463399270725,318095904293611,6723333333333330,187207591221290,273467223562308,124691014880920,228543896939792,203657146175238,185651686240238
HPPK2,,571422607428254,462908222634386,739691197816667,,444853372047222,,779470562119445,584327390615402,,597818387712699,496818404698333,485670075848986,632220721660556,,506487189973979,774794313401026,622435114692644,445788664475417,532528793039762,436396839597619
G1SAT_reverse,3936666666666670,711236554145397,1613644518862110,803036408148485,4206666666666670,1515265560863330,4573333333333330,875910982953333,3148396978397930,4660000000000000,1881564567786980,2824677893012780,3547346754221740,2994598563710830,5116666666666670,2869364250657630,1656273462997440,1111505520244600,3685257993928130,3931768185389290,3486338152844050
G1SAT,3936666666666670,711236554145397,1613644518862110,803036408148485,4206666666666670,1515265560863330,4573333333333330,875910982953333,3148396978397930,4660000000000000,1881564567786980,2824677893012780,3547346754221740,2994598563710830,5116666666666670,2869364250657630,1656273462997440,1111505520244600,3685257993928130,3931768185389290,3486338152844050
5DOAN,1820000000000000,3255528127187940,5118475137913330,3756916697610910,1950000000000000,4336403318373610,2073333333333330,4136444567972220,5208422111372410,2040000000000000,4853446932359050,4886887100582500,5254674744048700,5300138617647500,2443333333333330,5816395938152900,5044794612113590,5094410950717240,5277540382928960,5326938247279290,4965544976472380
AHCYSNS,1820000000000000,3255528127187940,5118475137913330,3756916697610910,1950000000000000,4336403318373610,2073333333333330,4136444567972220,5208422111372410,2040000000000000,4853446932359050,4886887100582500,5254674744048700,5300138617647500,2443333333333330,5816395938152900,5044794612113590,5094410950717240,5277540382928960,5326938247279290,4965544976472380
MTAN,1820000000000000,3255528127187940,5118475137913330,3756916697610910,1950000000000000,4336403318373610,2073333333333330,4136444567972220,5208422111372410,2040000000000000,4853446932359050,4886887100582500,5254674744048700,5300138617647500,2443333333333330,5816395938152900,5044794612113590,5094410950717240,5277540382928960,5326938247279290,4965544976472380
THDPS,7863333333333330,5493384072013330,8799327528791930,6778896300052730,11043333333333300,9864438259602500,11730000000000000,8248909790889450,14298926704189900,13043333333333300,9002068054312380,10389980657503300,11677076686123200,9692401144828890,15136666666666700,17839453424641700,11446299346166200,16756461063817000,15832001062065200,17834508809117400,15159190103684500
DXPRIi,,49095475140317.5,61077549344210.5,1094461181914850,,90605204098888.9,,137942377943889,113278765793793,,229412180630476,150852938481667,168696172083188,128015417850000,,126782412244516,122364342558462,54940433044137.9,150402524372083,255491342642143,74711546135000
UDCPDPS,,13660514444761.9,15956401403157.9,88679163586363.6,,29269942617222.2,,59022308566388.9,60792899186206.9,,34924777261587.3,62187229945000,75423070606376.8,15332941618611.1,,48266301799354.8,31311584933589.7,6338808703448.28,65416561768750,29533813020952.4,41294728595714.3
U23GAAT,3676666666666670,1958413721718410,1814696424462460,2421030253550610,3346666666666670,1799533575115830,3110000000000000,1919991753479720,1979658847362990,2873333333333330,2096312041920000,1828334999858610,1958657176215360,1776785383543890,2476666666666670,2121513482590540,1943983977968200,2076153619682530,2050344830624790,2235943425966190,1961296375343330
OGMEACPD,6630000000000000,1105596672347940,2106893476300700,1225067182195760,8953333333333330,1946625172487500,10383333333333300,1160480146375000,3276730843549430,11493333333333300,2527944504668570,2624868925547780,2789653106027250,2966590379638330,13510000000000000,2296362060870970,1875885365690000,1261857617875400,4151530295073130,3751738866911900,2954983043211900
OPMEACPD,6630000000000000,1105596672347940,2106893476300700,1225067182195760,8953333333333330,1946625172487500,10383333333333300,1160480146375000,3276730843549430,11493333333333300,2527944504668570,2624868925547780,2789653106027250,2966590379638330,13510000000000000,2296362060870970,1875885365690000,1261857617875400,4151530295073130,3751738866911900,2954983043211900
LPADSS,2250000000000000,4429257917142.86,24429804621403.5,24003393940909.1,,36263652268888.9,1506666666666670,38873354477222.2,63309665242298.8,1196666666666670,26983365013650.8,82477846325000,58402144726376.8,69090105576388.9,1036666666666670,64122574996344.1,22208666375384.6,19201374901839.1,61735104539583.3,58144100384047.6,103434821005714
PROTRS,7660000000000000,3809285140801270,4831556620971230,3800267799327580,8620000000000000,4729036207769720,9173333333333330,4478915666627220,6322788991396550,9290000000000000,5769920528798410,5907767535644720,6293741046123770,6131462533103890,9950000000000000,6863679361837200,5650361221110260,7101162735919310,6954950477128330,7096101508367380,5865240063792140
GMHEPPA,,1700448485278100,1796853090770180,1957529911292120,,2050233105013330,,1828886637503330,2313265095780920,,1893309519721590,2176749284263330,1801693290316520,2077204423745830,,1679588024313760,2410476553541800,1974823648768960,1779033219183750,1896410973759290,1526255632028810
GLYOX,2160000000000000,880022876158095,443699645009123,965513258765152,1896666666666670,476474558952778,1270000000000000,471355023585278,305004604299310,1250000000000000,392540471036191,407382023295278,414095526640870,518640106225278,876666666666667,321609940693333,522804280652564,279653187762759,331668908625625,339560074915000,307403817333571
ACOAD1f,930000000000000,,,,986666666666667,,713333333333333,,,430000000000000,,,,,186666666666667,,,,,5739326249523.81,5788406375714.29
ACOAD2f,930000000000000,,,,986666666666667,,713333333333333,,,430000000000000,,,,,186666666666667,,,,,5739326249523.81,5788406375714.29
ACOAD3f,930000000000000,,,,986666666666667,,713333333333333,,,430000000000000,,,,,186666666666667,,,,,5739326249523.81,5788406375714.29
ACOAD5f_reverse,930000000000000,,,,986666666666667,,713333333333333,,,430000000000000,,,,,186666666666667,,,,,5739326249523.81,5788406375714.29
ACOAD4f,930000000000000,,,,986666666666667,,713333333333333,,,430000000000000,,,,,186666666666667,,,,,5739326249523.81,5788406375714.29
ACOAD2f_reverse,930000000000000,,,,986666666666667,,713333333333333,,,430000000000000,,,,,186666666666667,,,,,5739326249523.81,5788406375714.29
ACOAD6f,930000000000000,,,,986666666666667,,713333333333333,,,430000000000000,,,,,186666666666667,,,,,5739326249523.81,5788406375714.29
ACOAD7f,930000000000000,,,,986666666666667,,713333333333333,,,430000000000000,,,,,186666666666667,,,,,5739326249523.81,5788406375714.29
ACOAD4f_reverse,930000000000000,,,,986666666666667,,713333333333333,,,430000000000000,,,,,186666666666667,,,,,5739326249523.81,5788406375714.29
ACOAD8f,930000000000000,,,,986666666666667,,713333333333333,,,430000000000000,,,,,186666666666667,,,,,5739326249523.81,5788406375714.29
ACOAD3f_reverse,930000000000000,,,,986666666666667,,713333333333333,,,430000000000000,,,,,186666666666667,,,,,5739326249523.81,5788406375714.29
ACOAD6f_reverse,930000000000000,,,,986666666666667,,713333333333333,,,430000000000000,,,,,186666666666667,,,,,5739326249523.81,5788406375714.29
ACOAD8f_reverse,930000000000000,,,,986666666666667,,713333333333333,,,430000000000000,,,,,186666666666667,,,,,5739326249523.81,5788406375714.29
ACOAD1f_reverse,930000000000000,,,,986666666666667,,713333333333333,,,430000000000000,,,,,186666666666667,,,,,5739326249523.81,5788406375714.29
ACOAD5f,930000000000000,,,,986666666666667,,713333333333333,,,430000000000000,,,,,186666666666667,,,,,5739326249523.81,5788406375714.29
ACOAD7f_reverse,930000000000000,,,,986666666666667,,713333333333333,,,430000000000000,,,,,186666666666667,,,,,5739326249523.81,5788406375714.29
S7PI,9136666666666670,8479620120433650,8929871377304560,7447409830039090,9113333333333330,8227623352036390,7380000000000000,7313351641535830,6844964739714710,6433333333333330,7571984348019680,7913326772908060,8411964011869570,8905725940854720,5540000000000000,6706492700501510,8179077597412560,6357494259943680,6580388687589790,6681998649326190,5964164246657620
LALGP,7913333333333330,3384699779998410,5084564135978250,3923907836973030,8730000000000000,5706636646263610,8713333333333340,3937792911522780,6222020253845980,7326666666666670,5587127036548570,5969486970463890,6587368613824350,6280794589948610,6750000000000000,6561743236602370,5173810946129490,5026435621300000,6190112908528960,6305012054004520,6339785895563810
XPPT,3923333333333330,3679908405327300,4939092838760700,3443431484722420,5680000000000000,5514485122940000,3800000000000000,4033475512840000,6988082118223910,5840000000000000,5142385567363490,7539247616010000,5853162170472750,7510716197328330,3706666666666670,6885918730945380,5685165632457440,6631858055442530,6051716320892710,6004485910045710,5945175037978100
GLU5K,1243333333333330,399172555990159,711545876650526,277651726097576,1380000000000000,496476827357500,1266666666666670,323521706236389,862152387820460,1110000000000000,426538430733016,687979633347500,946644401501160,760808925888611,1086666666666670,851082335406021,501798363396923,403788732253103,981679706211250,1041037458284050,817161838796905
G5SD,2486666666666670,1912847071628890,2350808916633330,1691346391213330,2763333333333330,1993097995795280,2140000000000000,1581991022476110,2291693661579080,1726666666666670,2216729009786350,1893047827426670,2204868783682320,1872316695453060,1436666666666670,2222276461552690,2010396624626670,1848487639312870,2409463855411870,2596048189570480,2104069991517380
HCYSMT,266666666666667,831212678777461,651548803554035,545443246684243,256666666666667,699527368718889,190000000000000,501528858540833,629894328314713,,472396494556191,627035124785556,674525351806667,618017060830000,146666666666667,655614899161075,587668485257436,572656378137931,738452052147917,699558211645714,667188630952857
HCYSMT2,266666666666667,831212678777461,651548803554035,545443246684243,256666666666667,699527368718889,190000000000000,501528858540833,629894328314713,,472396494556191,627035124785556,674525351806667,618017060830000,146666666666667,655614899161075,587668485257436,572656378137931,738452052147917,699558211645714,667188630952857
BETALDHx,,68942979976190.5,264008577853684,129890796837576,,450713210763333,,164622337197222,449649445280230,,330301958652381,401809951713611,461506157440580,484092036538334,,522608566448172,348317355340769,287104039190805,521797515068958,589093024512143,616831533321191
BETALDHy,,68942979976190.5,264008577853684,129890796837576,,450713210763333,,164622337197222,449649445280230,,330301958652381,401809951713611,461506157440580,484092036538334,,522608566448172,348317355340769,287104039190805,521797515068958,589093024512143,616831533321191
MCITL2,1870000000000000,3343415184757140,4488291210342460,4462362251352430,,672724543609722,,4405671492228890,1191678854255860,,871164368620952,309225810564722,287819298595072,1635770296767780,,254218164521935,389480037907949,331095228924598,326625204659167,342257732727857,239946276362857
MCITL2_reverse,1870000000000000,3343415184757140,4488291210342460,4462362251352430,,672724543609722,,4405671492228890,1191678854255860,,871164368620952,309225810564722,287819298595072,1635770296767780,,254218164521935,389480037907949,331095228924598,326625204659167,342257732727857,239946276362857
MCITS,1370000000000000,15750517182222.2,124903304564211,20371771470000,,2860170765555.56,,14319706296111.1,5773282137011.49,,,3079338306944.44,3540881569855.07,65885168746666.7,,5000442137204.3,3617268872051.28,5394209706896.55,2498432428541.67,13210520019523.8,3760903916190.48
MCITD,2573333333333330,395019137672381,895102363872281,487626937375758,,137978125436667,,352523858843333,123276050160920,,96683149755555.6,99011839915277.8,68007539199710.2,554909657551389,,62992694768387.1,66229475973846.2,67299654463448.3,58931067044375,59616027958809.5,60830192183333.3
CSND,2160000000000000,55065684377777.8,78762262314736.8,38123583563030.3,3590000000000000,74693300079444.5,5266666666666670,44451874763055.6,377334652477701,7046666666666670,199618928116508,271189186566389,240567312283188,249936490287500,5556666666666670,310220104156559,103934171482051,112598381303678,397702481507917,338098143119048,430402902489286
OP4ENH,,43460878429523.8,18894765176842.1,6007758951818.18,,9467931652500,,909918391056111,23724581183448.3,,12301919573015.9,15044417635277.8,5966637198840.58,68120057775000,,,11890247950000,7411610509655.17,15125705418541.7,13490174248095.2,
HOPNTAL,,72897947962222.2,120005301390175,36499897365151.5,,124331680770278,,357140901917222,143493609800230,,229564237875238,112859275366944,165356661875942,81668287488611.1,,110227478031183,76849067604871.8,82910230871034.5,152630056752500,185546827924048,131790043316667
FALDH2_reverse,2240000000000000,1465017386067300,3571645242528420,1306892749095760,2280000000000000,4736503662147780,1796666666666670,1453086785978330,2970631361354480,1550000000000000,1752441858661590,2572828635852500,2364681022281740,2195915240814440,1480000000000000,2720324316251400,1984456882210770,1348775397480920,2320663139855620,2866829804964290,2733913019824760
FALDH2,2240000000000000,1465017386067300,3571645242528420,1306892749095760,2280000000000000,4736503662147780,1796666666666670,1453086785978330,2970631361354480,1550000000000000,1752441858661590,2572828635852500,2364681022281740,2195915240814440,1480000000000000,2720324316251400,1984456882210770,1348775397480920,2320663139855620,2866829804964290,2733913019824760
ALCD19_reverse,2240000000000000,1465017386067300,3571645242528420,1306892749095760,2280000000000000,4736503662147780,1796666666666670,1453086785978330,2970631361354480,1550000000000000,1752441858661590,2572828635852500,2364681022281740,2195915240814440,1480000000000000,2720324316251400,1984456882210770,1348775397480920,2320663139855620,2866829804964290,2733913019824760
ALCD19,2240000000000000,1465017386067300,3571645242528420,1306892749095760,2280000000000000,4736503662147780,1796666666666670,1453086785978330,2970631361354480,1550000000000000,1752441858661590,2572828635852500,2364681022281740,2195915240814440,1480000000000000,2720324316251400,1984456882210770,1348775397480920,2320663139855620,2866829804964290,2733913019824760
TAUDO,,,,,,,,,5431185062068.97,,6320468647619.05,,,,,,,,4009519609166.67,,
PPBNGS,4210000000000000,880080042500635,1107475138987370,819740380658182,5160000000000000,1082380536640560,4203333333333330,827619513556389,1385311764791030,2850000000000000,1281493146974920,1374699054298330,1241790832075070,1421991068330000,5240000000000000,1693519371049680,1292610572047440,1384514394252180,1502772124621880,1544137800105000,1429718464266190
P5CR,4140000000000000,3159190180722220,5031815676021050,3251696200095760,3233333333333330,4248801216832780,2380000000000000,3023875936692220,3573530115734020,2123333333333330,2866916939629840,3729146735916110,3638454453066960,3389048016399440,2030000000000000,4153820580615700,3626046576147950,2710348444033790,3137818886731670,3929423806108570,3111618103403570
HEX7,1560000000000000,903400931368572,653204492316140,771918120447879,1210000000000000,653779637289167,943333333333333,489004926285278,441942335639540,703333333333333,526519517510794,579577758846389,760903934285218,677157209206389,500000000000000,510297130707527,582521716710000,369576837399310,612034575344792,700486089887619,610623834031667
FA120ACPHi,,14842427805714.3,64476638146315.8,454942778684849,,21906465006944.4,,45754904478888.9,86177462866436.8,,44790255320952.4,55781095415000,85990558137681.2,109502551832500,,62735379870107.5,27540643258461.5,92778665480919.5,45550720017708.3,84960632271666.7,44618692953809.5
FA161ACPHi,,14842427805714.3,64476638146315.8,454942778684849,,21906465006944.4,,45754904478888.9,86177462866436.8,,44790255320952.4,55781095415000,85990558137681.2,109502551832500,,62735379870107.5,27540643258461.5,92778665480919.5,45550720017708.3,84960632271666.7,44618692953809.5
FA100ACPHi,,14842427805714.3,64476638146315.8,454942778684849,,21906465006944.4,,45754904478888.9,86177462866436.8,,44790255320952.4,55781095415000,85990558137681.2,109502551832500,,62735379870107.5,27540643258461.5,92778665480919.5,45550720017708.3,84960632271666.7,44618692953809.5
FA160ACPHi,,14842427805714.3,64476638146315.8,454942778684849,,21906465006944.4,,45754904478888.9,86177462866436.8,,44790255320952.4,55781095415000,85990558137681.2,109502551832500,,62735379870107.5,27540643258461.5,92778665480919.5,45550720017708.3,84960632271666.7,44618692953809.5
FA141ACPHi,,14842427805714.3,64476638146315.8,454942778684849,,21906465006944.4,,45754904478888.9,86177462866436.8,,44790255320952.4,55781095415000,85990558137681.2,109502551832500,,62735379870107.5,27540643258461.5,92778665480919.5,45550720017708.3,84960632271666.7,44618692953809.5
FA140ACPHi,,14842427805714.3,64476638146315.8,454942778684849,,21906465006944.4,,45754904478888.9,86177462866436.8,,44790255320952.4,55781095415000,85990558137681.2,109502551832500,,62735379870107.5,27540643258461.5,92778665480919.5,45550720017708.3,84960632271666.7,44618692953809.5
FA80ACPHi,,14842427805714.3,64476638146315.8,454942778684849,,21906465006944.4,,45754904478888.9,86177462866436.8,,44790255320952.4,55781095415000,85990558137681.2,109502551832500,,62735379870107.5,27540643258461.5,92778665480919.5,45550720017708.3,84960632271666.7,44618692953809.5
GUAtex,926666666666667,1218572047846350,609066246642456,880969641887576,813333333333333,830580334455833,790000000000000,435724822072500,1391934598337930,753333333333333,1077438640194920,841985175623333,703450519653913,691775003817500,536666666666667,678851300275054,795133677774103,320253767015632,995624420830417,1080784826500710,876775079735000
DCYTtex,926666666666667,1218572047846350,609066246642456,880969641887576,813333333333333,830580334455833,790000000000000,435724822072500,1391934598337930,753333333333333,1077438640194920,841985175623333,703450519653913,691775003817500,536666666666667,678851300275054,795133677774103,320253767015632,995624420830417,1080784826500710,876775079735000
ADNtex_reverse,926666666666667,1218572047846350,609066246642456,880969641887576,813333333333333,830580334455833,790000000000000,435724822072500,1391934598337930,753333333333333,1077438640194920,841985175623333,703450519653913,691775003817500,536666666666667,678851300275054,795133677774103,320253767015632,995624420830417,1080784826500710,876775079735000
INStex,926666666666667,1218572047846350,609066246642456,880969641887576,813333333333333,830580334455833,790000000000000,435724822072500,1391934598337930,753333333333333,1077438640194920,841985175623333,703450519653913,691775003817500,536666666666667,678851300275054,795133677774103,320253767015632,995624420830417,1080784826500710,876775079735000
GUAtex_reverse,926666666666667,1218572047846350,609066246642456,880969641887576,813333333333333,830580334455833,790000000000000,435724822072500,1391934598337930,753333333333333,1077438640194920,841985175623333,703450519653913,691775003817500,536666666666667,678851300275054,795133677774103,320253767015632,995624420830417,1080784826500710,876775079735000
URItex,926666666666667,1218572047846350,609066246642456,880969641887576,813333333333333,830580334455833,790000000000000,435724822072500,1391934598337930,753333333333333,1077438640194920,841985175623333,703450519653913,691775003817500,536666666666667,678851300275054,795133677774103,320253767015632,995624420830417,1080784826500710,876775079735000
DURItex_reverse,926666666666667,1218572047846350,609066246642456,880969641887576,813333333333333,830580334455833,790000000000000,435724822072500,1391934598337930,753333333333333,1077438640194920,841985175623333,703450519653913,691775003817500,536666666666667,678851300275054,795133677774103,320253767015632,995624420830417,1080784826500710,876775079735000
DADNtex,926666666666667,1218572047846350,609066246642456,880969641887576,813333333333333,830580334455833,790000000000000,435724822072500,1391934598337930,753333333333333,1077438640194920,841985175623333,703450519653913,691775003817500,536666666666667,678851300275054,795133677774103,320253767015632,995624420830417,1080784826500710,876775079735000
DADNtex_reverse,926666666666667,1218572047846350,609066246642456,880969641887576,813333333333333,830580334455833,790000000000000,435724822072500,1391934598337930,753333333333333,1077438640194920,841985175623333,703450519653913,691775003817500,536666666666667,678851300275054,795133677774103,320253767015632,995624420830417,1080784826500710,876775079735000
ADNtex,926666666666667,1218572047846350,609066246642456,880969641887576,813333333333333,830580334455833,790000000000000,435724822072500,1391934598337930,753333333333333,1077438640194920,841985175623333,703450519653913,691775003817500,536666666666667,678851300275054,795133677774103,320253767015632,995624420830417,1080784826500710,876775079735000
DCYTtex_reverse,926666666666667,1218572047846350,609066246642456,880969641887576,813333333333333,830580334455833,790000000000000,435724822072500,1391934598337930,753333333333333,1077438640194920,841985175623333,703450519653913,691775003817500,536666666666667,678851300275054,795133677774103,320253767015632,995624420830417,1080784826500710,876775079735000
URItex_reverse,926666666666667,1218572047846350,609066246642456,880969641887576,813333333333333,830580334455833,790000000000000,435724822072500,1391934598337930,753333333333333,1077438640194920,841985175623333,703450519653913,691775003817500,536666666666667,678851300275054,795133677774103,320253767015632,995624420830417,1080784826500710,876775079735000
INStex_reverse,926666666666667,1218572047846350,609066246642456,880969641887576,813333333333333,830580334455833,790000000000000,435724822072500,1391934598337930,753333333333333,1077438640194920,841985175623333,703450519653913,691775003817500,536666666666667,678851300275054,795133677774103,320253767015632,995624420830417,1080784826500710,876775079735000
DURItex,926666666666667,1218572047846350,609066246642456,880969641887576,813333333333333,830580334455833,790000000000000,435724822072500,1391934598337930,753333333333333,1077438640194920,841985175623333,703450519653913,691775003817500,536666666666667,678851300275054,795133677774103,320253767015632,995624420830417,1080784826500710,876775079735000
DHPPDA2,173333333333333,204495035814603,161931758939298,109354247391212,140000000000000,213386292686389,160000000000000,129340246636667,221055008272644,106666666666667,194127748184127,240898028893889,274590132335362,238564644134167,126666666666667,248246323787527,226605345897949,123248412002069,246326815309167,219408362243095,276054357368571
APRAUR,173333333333333,204495035814603,161931758939298,109354247391212,140000000000000,213386292686389,160000000000000,129340246636667,221055008272644,106666666666667,194127748184127,240898028893889,274590132335362,238564644134167,126666666666667,248246323787527,226605345897949,123248412002069,246326815309167,219408362243095,276054357368571
RBFSa,16356666666666700,11775120613161000,15183542018137500,14687473334434200,20096666666666700,16895444057285300,24413333333333300,19408954425391700,18397138859103700,23170000000000000,18319911272182900,19151127639495800,18368772168835400,20266801445495600,22030000000000000,17397914379988000,20904487059583300,21332017104272200,15625826267945800,15938806338577600,14541678736942600
TMPK,640000000000000,22804536158412.7,20972449763859.6,54396655596969.7,586666666666667,10886493603055.6,556666666666667,79678099903611.1,69377660027126.4,533333333333333,104036856566667,61045552995000,81858243396231.9,25362496805277.8,460000000000000,67369008128817.2,26654496204102.6,22480835805057.5,100774870879792,211567799851190,43074185066904.8
DXPS,366666666666667,65953844905396.8,180213459781404,118096435338788,360000000000000,167369758198889,333333333333333,119353570878056,359418836121379,263333333333333,183380483608889,298132982550278,336487668854783,374754529425000,230000000000000,257179505319355,186939029803846,126833477020230,350123572373542,355323217288809,352981832739524
DMATT,613333333333333,780079214002540,663205320206667,860807413406970,623333333333333,821706786203611,586666666666667,864143747119444,952304004336322,483333333333333,846076760569206,866551199893056,784902247115652,979701084041667,443333333333333,847713374658710,808572458887949,771855924703908,796886163631875,843596626238571,842590720443571
GRTT,613333333333333,780079214002540,663205320206667,860807413406970,623333333333333,821706786203611,586666666666667,864143747119444,952304004336322,483333333333333,846076760569206,866551199893056,784902247115652,979701084041667,443333333333333,847713374658710,808572458887949,771855924703908,796886163631875,843596626238571,842590720443571
CCGS,1023333333333330,64823597546349.2,130166649048070,100647789096061,1013333333333330,115885550065833,1120000000000000,108371274876389,304209456256552,1006666666666670,163437488681905,224898286733056,286289402825507,315240250718889,1080000000000000,413396631733118,154829270577949,150524153177241,400512716682708,450691076374048,360198803308333
FACOAE180,796666666666667,1133211604813330,1210946270148070,1159756010232120,656666666666667,1320408020221390,536666666666667,1077740801475830,1131896939400920,496666666666667,1256942988754290,867553742954722,1095543088269280,999106016157778,523333333333333,1130784271655910,1268062580551030,1368291877422070,1029480763374380,1235118870768810,1022327106405710
FACOAE100,796666666666667,1133211604813330,1210946270148070,1159756010232120,656666666666667,1320408020221390,536666666666667,1077740801475830,1131896939400920,496666666666667,1256942988754290,867553742954722,1095543088269280,999106016157778,523333333333333,1130784271655910,1268062580551030,1368291877422070,1029480763374380,1235118870768810,1022327106405710
FACOAE120,796666666666667,1133211604813330,1210946270148070,1159756010232120,656666666666667,1320408020221390,536666666666667,1077740801475830,1131896939400920,496666666666667,1256942988754290,867553742954722,1095543088269280,999106016157778,523333333333333,1130784271655910,1268062580551030,1368291877422070,1029480763374380,1235118870768810,1022327106405710
FACOAE141,796666666666667,1133211604813330,1210946270148070,1159756010232120,656666666666667,1320408020221390,536666666666667,1077740801475830,1131896939400920,496666666666667,1256942988754290,867553742954722,1095543088269280,999106016157778,523333333333333,1130784271655910,1268062580551030,1368291877422070,1029480763374380,1235118870768810,1022327106405710
FACOAE140,796666666666667,1133211604813330,1210946270148070,1159756010232120,656666666666667,1320408020221390,536666666666667,1077740801475830,1131896939400920,496666666666667,1256942988754290,867553742954722,1095543088269280,999106016157778,523333333333333,1130784271655910,1268062580551030,1368291877422070,1029480763374380,1235118870768810,1022327106405710
FACOAE161,796666666666667,1133211604813330,1210946270148070,1159756010232120,656666666666667,1320408020221390,536666666666667,1077740801475830,1131896939400920,496666666666667,1256942988754290,867553742954722,1095543088269280,999106016157778,523333333333333,1130784271655910,1268062580551030,1368291877422070,1029480763374380,1235118870768810,1022327106405710
FACOAE160,796666666666667,1133211604813330,1210946270148070,1159756010232120,656666666666667,1320408020221390,536666666666667,1077740801475830,1131896939400920,496666666666667,1256942988754290,867553742954722,1095543088269280,999106016157778,523333333333333,1130784271655910,1268062580551030,1368291877422070,1029480763374380,1235118870768810,1022327106405710
FACOAE181,796666666666667,1133211604813330,1210946270148070,1159756010232120,656666666666667,1320408020221390,536666666666667,1077740801475830,1131896939400920,496666666666667,1256942988754290,867553742954722,1095543088269280,999106016157778,523333333333333,1130784271655910,1268062580551030,1368291877422070,1029480763374380,1235118870768810,1022327106405710
FACOAE60,796666666666667,1133211604813330,1210946270148070,1159756010232120,656666666666667,1320408020221390,536666666666667,1077740801475830,1131896939400920,496666666666667,1256942988754290,867553742954722,1095543088269280,999106016157778,523333333333333,1130784271655910,1268062580551030,1368291877422070,1029480763374380,1235118870768810,1022327106405710
FACOAE80,796666666666667,1133211604813330,1210946270148070,1159756010232120,656666666666667,1320408020221390,536666666666667,1077740801475830,1131896939400920,496666666666667,1256942988754290,867553742954722,1095543088269280,999106016157778,523333333333333,1130784271655910,1268062580551030,1368291877422070,1029480763374380,1235118870768810,1022327106405710
GLCATr_reverse,,675450132687302,460927335544561,700672244194243,,374897857037778,,538072971711945,366311600968965,,376878238705714,484488157766945,316224379586377,493603751393056,,279865849350753,489659951614359,228933015403908,252151960828542,273129494052381,356880591192619
MALTATr,,675450132687302,460927335544561,700672244194243,,374897857037778,,538072971711945,366311600968965,,376878238705714,484488157766945,316224379586377,493603751393056,,279865849350753,489659951614359,228933015403908,252151960828542,273129494052381,356880591192619
