bnumber,reaction,gene_name,glucose_heinmann,NaCl_50mM_heinmann,pH6_heinmann,42Cdeg_henimann,anaerobic_heinmann,Chemostat_heinmann_012,Chemostat_heinmann_05,galactose_heinmann,acetate_heinmann,glycerol_heinmann,glucosamine_heinmann,fumarate_heinmann,succinate_heinmann,pyruvate_heinmann,Chemostat_heinmann_02,Chemostat_heinmann_035,Chemostat_vilu_011,Chemostat_vilu_021,Chemostat_vilu_031,Chemostat_vilu_04,Chemostat_vilu_049
b0200,GMHEPPA,gmhB,9108650082220800.0,5982922077552934.0,8070420456827634.0,7433931017136400.0,8304133443073499.0,3749488910038200.0,8147410750971267.0,3243319828840167.0,5904671342438399.0,4765478752887199.0,9727279727758768.0,5982348740388000.0,6269037938678399.0,4174747490986100.0,4737222385326934.0,5267193516009599.0,,,,,
b0104,GMPR,guaC,1.6685455676290134e+16,1.2588844112173468e+16,1.55675291976774e+16,1.3747765835019998e+16,1.0653560838385134e+16,1220758243142899.8,8138441200636069.0,3393179638497799.5,4764590194892000.0,9210256754204234.0,1.4582999793465368e+16,9811986249607998.0,9708010869508800.0,7477486161504099.0,1807083741479866.5,3687536327120000.0,936666666666666.8,986666666666666.8,1433333333333333.5,2263333333333333.0,1826666666666666.8
b2507,GMPS2,guaA,2.13903061413888e+16,1.76013864470948e+16,1.829990300663803e+16,1.4809952531737066e+16,7082651424782734.0,1692828150449099.8,4361418419057267.0,1989711515245533.2,2894310376117600.0,6585185807424632.0,1.0137282607430268e+16,7591716930255198.0,5538044920168000.0,2823797010810299.5,1843732820307400.0,2421492222773599.5,4690000000000000.0,5676666666666667.0,7143333333333334.0,7700000000000000.0,1.078e+16
b2029,GND,gnd,1.0850573746946344e+17,7.828944308287947e+16,1.0893306494731206e+17,8.30347189607292e+16,6.084391787520427e+16,9211969973322898.0,3.4891710380569468e+16,1.7516540686678304e+16,2.74102585838528e+16,3.745738045636519e+16,7.248160384453446e+16,3.96799877631688e+16,4.15794519675424e+16,3.1450714303773096e+16,1.1107256078558932e+16,1.76597509025472e+16,1.5356666666666668e+16,1.852e+16,2.336e+16,2.5776666666666668e+16,3.4496666666666668e+16
b3449,GPDDA5,ugpQ,459952360131200.0,269413421926133.4,486659780360266.8,419883208094000.0,263397523032966.62,349464167159800.0,365416968877133.4,158363056420333.34,345448487834400.0,260591840039100.0,350150078328966.75,337462349207999.94,327213294476799.94,224773404126600.0,334380834372933.4,304044800301599.94,896666666666666.8,753333333333333.4,520000000000000.0,413333333333333.4,403333333333333.4
b2239,GPDDA5pp,glpQ,2422403463380266.5,1886266780338266.8,2291954859241467.0,1828515321412266.8,1519793138627333.5,3536756437001199.5,1763371253004400.0,1295408382214399.8,1349915481295200.0,1.2263818469251298e+16,2445199792364533.0,1691162696806400.0,1656443981878399.8,1326078783392999.8,2585958191961466.5,2382295356536799.5,,,,,
b0477,INSK,gsk,1427372431468799.8,951392613074400.2,809791473802533.4,1009303050433066.4,372852592559666.7,95743806483499.98,339858365283666.7,78687197969900.0,144914492096000.0,369829042034866.7,769398169411000.0,357614094422400.0,374660275784800.0,260034371466100.0,132007349206333.31,290585866351199.94,,,,,
b2988,GSPMDS,gss,893608950287999.9,640984938466133.2,880870076885499.9,628508589891466.8,345759600449899.94,,,,,118751374847366.64,385296168893566.7,57861281484799.99,37931182371200.0,,,,1543333333333333.5,,,1950000000000000.0,
b3500,GTHOr_reverse,gor,8414919481381331.0,6161595673041200.0,5857483982454199.0,6856767485896534.0,4848216546416099.0,1882482544649700.0,3694874089727600.0,2251494554408733.2,2759028636935999.5,3622750237521366.5,6243201703786066.0,3463655277264799.5,3718403569487200.0,2893073886557400.0,1973863108636466.5,2387091768207199.5,2240000000000000.0,1993333333333333.2,1750000000000000.0,1503333333333333.5,1660000000000000.0
b1710,GTHPi,btuE,1.85280568443136e+16,1.6621862780495468e+16,2.292876178505837e+16,1.5061035534985068e+16,1.4017115803874738e+16,1.3732814816021698e+16,1.3376605959848734e+16,1.1692172146243432e+16,1.91093794542656e+16,1.2172030315463998e+16,1.3891293242554768e+16,9926944512007998.0,1.0068307625702398e+16,7787908622070499.0,1.5127112656361934e+16,1.2433234362979198e+16,9793333333333334.0,7173333333333334.0,6650000000000000.0,5326666666666667.0,4750000000000000.0
b3447,GTHRDHpp,ggt,2541206659347199.5,2493047106636799.5,2673585416643466.5,2006625417312133.2,2003972532678166.8,2165426231143000.0,2426635141592133.0,1591222091314833.2,2447844172321600.0,2351024405120267.0,1883966882185233.2,1666061681807999.8,1922242109124000.0,1642298919935099.8,1859267941592600.0,2169965588070400.0,1426666666666666.8,1020000000000000.0,1093333333333333.4,1003333333333333.4,726666666666666.8
b2947,GTHS,gshB,8689021794936534.0,5978158593833067.0,8459812250003965.0,6504189653266666.0,6616486780965966.0,3094457980739999.5,5321771789660734.0,2711202875084333.0,4215744923855200.0,4008353895797766.5,6348521824562434.0,4665034647077599.0,4121268708807200.0,2886431059543500.0,3224346639194266.0,3247385938408800.0,2723333333333333.0,2796666666666667.0,2543333333333333.0,2323333333333333.0,2496666666666667.0
b2153,GTPCI,folE,5.329960571128106e+16,3.4656360869130936e+16,4.959032257753786e+16,3.3738951535090668e+16,1.3765490181517268e+16,9992012863720998.0,1.2560613429445468e+16,9740441270878868.0,1.2807005900088e+16,1.7555022005089364e+16,4.711168586165094e+16,1.85790577678776e+16,1.5069815311890398e+16,1.00415564651773e+16,1.0622931891467868e+16,1.10441936174832e+16,4840000000000000.0,5826666666666667.0,6196666666666667.0,6376666666666667.0,7433333333333334.0
b1277,GTPCII2,ribA,4686570609533866.0,3726936872621201.0,3902401706694400.0,3721521512408933.5,4673056845204067.0,1659043089237099.8,2716116978475333.0,1040311970108033.4,2038236351520000.0,1934800578565733.2,3489175793129366.0,2296810046069600.0,2292446702161600.0,1836471710242400.0,1761908555697399.8,1672291220502399.8,,,,,
b2784,GTPDPK,relA,,,,,,,,,,,,,,,,,453333333333333.4,513333333333333.4,426666666666666.7,320000000000000.0,260000000000000.0
b2883,GUAD,guaD,57325861032533.33,,35293844711733.33,,39789836208466.67,,,,,46658157260533.33,45070039618800.0,56021670449600.01,,,,71407198372799.98,,,,,
b3092,GUI2_reverse,uxaC,487718305507200.0,393883983080000.0,303107297819366.7,368137989956800.0,890007540563166.6,216349346269700.0,385004910088933.4,69168806481633.34,250551843379200.0,211221794933733.3,439950223131633.4,320810011692799.94,220582464875200.0,370901583742200.0,317073808469733.25,608631522170399.9,413333333333333.4,606666666666666.8,533333333333333.4,,
b0261,HCYSMT2,mmuM,3780874506997333.5,2615379433335200.5,3150229590468967.0,2742268189651200.0,2408020070069999.5,1832823956704300.0,1986319480170133.2,1176045590415033.5,2014638821910400.0,1784119555528633.5,2648705650563367.0,1779889135190400.2,1805861159382400.0,1041634270496400.0,1319972656975866.8,1444403112597600.0,266666666666666.7,256666666666666.7,190000000000000.0,,146666666666666.7
b3621,HEPT1,rfaC,661186829441066.8,589387234624533.4,573439373223533.2,587982512808133.4,383238356938500.06,77525911662499.98,216914838074133.3,58270118212366.67,193284039903200.0,273884825052933.28,448510659161333.4,256566521278400.0,370137448781600.0,232630113118200.0,,214944320379200.0,,,,,
b3620,HEPT2,rfaF,2020228032446932.8,1189108301426266.2,1430303220508799.8,993343146294800.0,665841233848500.0,214090638750800.0,454901116910933.3,344780673005199.94,436724132322400.0,1982955176146066.5,1315939275867766.8,1543496153084800.0,942140469208800.0,653154266013199.9,504108898431600.0,444040109392800.0,,,,,
b3623,HEPT4,waaU,,,,,,,,,,,,,,,,,63333333333333.34,,,73333333333333.34,50000000000000.0
b2104,HETZK,thiM,37090644345600.0,,,,,,,,,,60646726757100.0,44520156682399.99,,,,,4603333333333334.0,4643333333333334.0,3943333333333333.5,3546666666666667.0,3743333333333333.5
b2388,HEX1,glk,2519238528093867.0,1633783888798133.2,1282884859204999.8,1560221794049333.5,537157766573033.4,740591537069300.0,909715628429400.0,618749665811200.0,1045509168069600.0,1928983978172600.0,2023203123071500.0,1931223337850400.0,1123412709421600.0,697290435501799.9,1094904432560400.0,1153984454308000.0,4240000000000000.0,4110000000000000.0,3456666666666667.0,3140000000000000.0,1953333333333333.2
b0394,HEX7,mak,3133617025765333.0,2393645429404133.0,2451977713049666.5,2745905472359466.5,1554070601264100.2,1991999053667700.0,1968923402479800.0,1179034108630633.2,1882885355392800.0,2012590906184400.0,1858367521364266.5,1950212762514400.0,1669183945477599.8,1160975536111299.8,1868041851483866.5,1408334187701600.0,1560000000000000.0,1210000000000000.0,943333333333333.4,703333333333333.4,500000000000000.0
b2020,HISTD,hisD,2.4498628839698136e+16,1.7837834232318798e+16,1.5291555649962468e+16,2.24814989823172e+16,1.8377792778246668e+16,4044367684697900.0,1.0302213942052066e+16,5911350996158733.0,5374834456296799.0,1.0886784126532764e+16,1.6616889840882264e+16,9846981317435198.0,1.0400449405684798e+16,6029112611564699.0,6090238441344199.0,7516479035508800.0,1760000000000000.0,1970000000000000.0,2306666666666667.0,2630000000000000.0,2736666666666667.0
b2022,IGPDH,hisB,5851396934580265.0,3229238569604134.0,4862905654275467.0,5210556970212534.0,5770589649689700.0,1482818723966299.8,3577126725802067.0,1679639742564733.5,1972619046359200.0,2654074949163299.5,4541819537888267.0,2815294123145599.5,2759682115950399.5,2072239545947200.0,1474134823964733.2,2106226865177600.0,2540000000000000.0,2863333333333333.0,3390000000000000.0,4286666666666667.0,4386666666666667.0
b2514,HISTRS,hisS,1.1479435645037866e+16,9016771292549068.0,8718383841956198.0,8819980131064666.0,3057192343609300.0,799791895622299.9,2964640907229733.0,1782320630357166.5,2820754849268800.0,5444635582442067.0,7758072275512632.0,4897546676376799.0,3956290084875200.0,2034973188143700.0,950248388818666.4,1435752435828000.0,3290000000000000.0,3443333333333333.0,3606666666666667.0,3290000000000000.0,3533333333333333.0
b0112,HISt2rpp_reverse,aroP,,,,,,,,,,,,,,,,,1286666666666666.8,1570000000000000.0,1770000000000000.0,1510000000000000.0,1353333333333333.5
b3805,HMBS,hemC,3356028067898666.5,2318952111814800.0,2893865499470933.0,2629430048698132.5,2850467940383733.0,1989645960336300.0,2521860354562466.5,1222807656410833.5,1764720191115199.8,1638303535551366.8,2512274665808067.0,1829036687971200.0,1767592293097600.0,1401805236262199.8,1948606838090000.0,2298669456310400.0,,,,,
b0352,HOPNTAL,mhpE,781465890572799.9,516616969801333.4,529643031939833.4,727343565462266.6,348637520812700.0,160739975256699.97,259749848504466.7,216609569009266.7,358075240618399.94,437368370661866.56,603390629209966.8,235204667967200.0,325034713056800.0,506189144514900.0,88329751623666.64,1028565797521600.0,,,,,
b0142,HPPK2,folK,2282437962114133.0,1710675611222666.8,2433670947824966.5,2087512868715866.5,2617339657282567.0,1259986849379299.8,2618804779295466.5,835549341855066.8,1281177711495999.8,1284597350620566.8,2457096677537767.0,1820795678382400.0,1430837005531199.8,1318189544906499.8,1790052698716333.2,2244875218904000.0,,,,,
b0508,HPYRI_reverse,hyi,59904695073066.64,,39978538768866.66,36182886152000.0,,,,,,,,,,,34005602153600.0,,,,,,
b0003,HSK,thrB,1.605641042132053e+16,1.1074423453036532e+16,1.4749930063271402e+16,1.2856244820858136e+16,9761847235799868.0,1783645046285899.8,8222038341168600.0,2266842700609600.0,3586246441819999.5,5750584390499799.0,1.10515858513259e+16,6459723361481601.0,7607515790459998.0,5643967997359999.0,2149006234642666.8,4046182520828800.0,513333333333333.4,666666666666666.8,796666666666666.8,1266666666666666.8,1296666666666666.8
b4013,HSST,metA,9411533336163198.0,6279440570846799.0,7732998785643432.0,8196942302060398.0,3422363102300999.5,1274900730363399.8,2916473408343733.0,1594491470911800.0,2240978118644800.0,3914383342310733.0,7228628282884600.0,4083560560566400.0,3872964093021599.0,2098337662191400.0,1897386318198800.0,2757227957658400.0,1823333333333333.2,2273333333333333.0,2313333333333333.0,2236666666666666.8,2490000000000000.0
b2021,HSTPT,hisC,1.4139203541308802e+16,9495027620017334.0,9047536906525766.0,1.2410423390722e+16,1.3560839937939236e+16,4200946240564500.0,7081880027823466.0,4189017880637933.5,3701429776456000.0,6762163349410900.0,8457421392620802.0,5541993316607199.0,5382753839803199.0,3747507270460800.0,6768472876685666.0,5186610252374400.0,2246666666666666.8,2586666666666667.0,3250000000000000.0,3423333333333333.0,4253333333333333.5
b2529,I4FE4SR,nifU,1.076063583305888e+17,8.495563808011187e+16,1.0126830939352358e+17,8.36182630682756e+16,8.657456898582651e+16,3.832430238827119e+16,7.118013379883467e+16,4.2638577636848696e+16,6.661896322978959e+16,5.597490070045518e+16,9.21972451240537e+16,5.05376756613072e+16,5.064971047877599e+16,3.43998636859094e+16,4.85728107711616e+16,6.07819590746656e+16,1.0893333333333334e+16,1.4223333333333334e+16,1.507e+16,1.2903333333333334e+16,1.238e+16
b1136,ICDHyr_reverse,icd,1.895823311787168e+17,1.5828382785976045e+17,2.1752834522164355e+17,1.519102851603269e+17,1.7372527177235904e+17,6.718034144504898e+16,1.556683733243964e+17,7.843343174731675e+16,1.3087279654584158e+17,9.925127116176558e+16,1.6042126973879555e+17,1.3039236757111358e+17,1.4301176492998238e+17,1.1236861035444029e+17,9.775217386248086e+16,1.3158618979417758e+17,3.955e+16,5.732666666666667e+16,6.0043333333333336e+16,4.877666666666667e+16,4.588e+16
b2265,ICHORS_reverse,menF,,,,,,,,,,35769994486799.99,,,,,,,,,,,
b0593,ICHORSi,entC,2905034546734933.0,2086485092315866.5,1976109677057466.8,2296144155723600.0,1566718818806600.0,403713031152200.0,1226805333592800.0,400939667768066.7,671884510318399.9,959735485000566.8,2105707954370766.5,1243943938480799.8,1097650648307200.0,1091257173590499.6,447162747438000.0,599459612363200.0,,,,,
b0595,ICHORT,entB,3516268498256000.5,2094608569424933.2,2143899700734400.0,2555544371076666.5,657302549366433.4,245639486961400.0,813235932697933.4,437445447047233.4,875027965758399.9,1451160306777566.5,1641730077120333.5,1248814889956799.8,1125397478010400.0,703589381217799.9,173479613826933.3,215769804039200.0,,,,,
b4015,ICL,aceA,1.629755752101472e+17,1.4070616415529709e+17,1.2741870616882669e+17,1.204215214111252e+17,1.243529090044867e+17,3.0123987041645696e+17,2.880271845026819e+17,2.6919557900813728e+17,5.143933236715424e+17,1.7236181785788557e+17,1.5513863555631546e+17,2.395005002561832e+17,2.229295816565976e+17,1.0321617007400438e+17,3.350234744048588e+17,3.17165311287092e+17,1.4806333333333334e+17,1.707166666666667e+17,1.0289666666666669e+17,5.432e+16,2.7673333333333336e+16
b2530,ICYSDS,iscS,8.163411103609706e+16,6.2505722798540936e+16,7.147648788934376e+16,6.25172296189252e+16,4.3269180141029736e+16,1.5561385728104298e+16,3.8686176400800936e+16,2.460046874695504e+16,3.657682858423679e+16,4.001653409536737e+16,5.98759323862763e+16,3.2707395313508e+16,3.3945203042168e+16,2.38709707059005e+16,1.812882033305273e+16,2.43967671005928e+16,1.403e+16,1.58e+16,1.589e+16,1.4e+16,1.3456666666666668e+16
b4267,IDOND_reverse,idnD,2918622159217066.5,2248135163340266.5,2100666443166532.8,2136826013439600.0,1441196234835133.2,997826978407000.0,1325379484863200.0,645924608314133.4,1028413227170400.0,1421268465270099.8,7.738655983050416e+16,1148350066795199.8,814932222456799.9,1197512334638200.0,1011046606248066.8,1203662237616799.8,,,,,
b1262,PRAIi,trpC,4904949230634666.0,3104593709710267.0,3541099064359099.5,3596332617774400.5,1525207686934033.2,713406270555999.9,1836307500176067.2,991486580285133.4,1381855026860799.8,2477502405924633.0,2975846101429100.0,1550329199759999.8,1760375999332799.8,1090736753287300.0,730657019395599.9,1013066466648800.0,1593333333333333.5,1640000000000000.0,1670000000000000.0,1996666666666666.8,2486666666666667.0
b3770,VALTA_reverse,ilvE,2.7305606152578136e+16,1.8107551098182004e+16,2.76709827427028e+16,2.2187027310704668e+16,1.8887750120135468e+16,5877680257593899.0,1.529350067238153e+16,5760259356478834.0,9579998082575200.0,8934003633750931.0,2.3328205133734496e+16,9365100213972800.0,1.3000266131096798e+16,1.2195487884740998e+16,6332007676535932.0,9424692838640798.0,2563333333333333.0,4360000000000000.0,5230000000000000.0,7250000000000000.0,6550000000000000.0
b0026,ILETRS,ileS,3202943175330133.0,1735857942665466.8,2045523666646966.5,2653409915911999.5,1624759516728000.2,386225084234500.0,951336033022266.8,168943428876766.66,382326063966400.0,927177713644900.0,1957297867899433.5,1115248742632000.0,708927252037599.9,803263509534499.9,548709976255466.7,940304640391200.0,4996666666666667.0,5470000000000000.0,5240000000000000.0,4886666666666667.0,4456666666666667.0
b2508,IMPD,guaB,2.37556361754848e+16,1.86716375234144e+16,2.146705114377803e+16,1.8623475147503336e+16,1.05026085802255e+16,2412952382612099.5,8566811643063266.0,3933306405471566.5,6348483561896800.0,7398844641248798.0,1.8562845101446564e+16,7860245508361600.0,9346538034828798.0,7133005675889099.0,2798012727350866.5,3761285370965600.0,9380000000000000.0,1.1026666666666668e+16,1.2403333333333334e+16,1.5113333333333334e+16,1.8436666666666668e+16
b2889,IPDDI_reverse,idi,2725255918517333.0,1833033952221733.2,2385623859759333.0,2020752568965200.0,701140967146800.1,910059412329200.0,868592675810599.9,779672987083200.0,844457960155999.9,1090187987222666.8,1262271458767533.5,867878504247200.0,913392465560000.0,369239952484900.0,451404459803000.0,483297651043200.0,,,,,
b0073,IPMD,leuB,5.630832450561919e+16,4.395379511834081e+16,4.239383721334949e+16,4.844492497291347e+16,4.330129764084898e+16,2.7250842863741e+16,3.0802004559322536e+16,2.23392011045811e+16,3.07368218276152e+16,2.5120446822652664e+16,4.173010338724907e+16,2.62360134227384e+16,2.74666648614408e+16,1.4961274409045998e+16,2.400459631780833e+16,2.09026903097216e+16,1.3253333333333334e+16,1.8573333333333336e+16,1.6063333333333334e+16,1.166e+16,1.082e+16
b0074,IPPS,leuA,2.8317039324996264e+16,2.1372819503780264e+16,2.221142999940633e+16,2.3742872242064264e+16,1.733136567361097e+16,1.1870707613104198e+16,1.53757725113174e+16,1.1213106983092734e+16,1.92081470256968e+16,1.5058976163670564e+16,2.15048359422344e+16,1.3899238233558398e+16,1.4242465360488002e+16,6751146771536299.0,1.0368860027057398e+16,1.18197281692552e+16,1.679e+16,2.0146666666666668e+16,1.499e+16,1.099e+16,8576666666666667.0
b3774,KARA2_reverse,ilvC,1.6983677059814618e+17,1.2265101576510534e+17,1.2438965389602392e+17,1.2790517864470544e+17,8.102516818442374e+16,1.94562826461122e+16,7.117130390353274e+16,2.723310976221687e+16,5.797090247661919e+16,7.981801920070534e+16,9.742425435115834e+16,6.22249922354432e+16,6.98101394256328e+16,3.6738022173642296e+16,2.506711863986806e+16,4.18164095257752e+16,2.873e+16,3.4793333333333336e+16,3.954e+16,4.121e+16,4.858e+16
b1091,OGMEACPS,fabH,2.102478328721173e+16,1.56361863222992e+16,1.8651031362592868e+16,1.5685619912215868e+16,1.1494125209791766e+16,6145022680717899.0,1.0123498301947334e+16,6271848591323799.0,1.3322355508334398e+16,9691712921693664.0,1.5421799468763938e+16,1.02155734970896e+16,1.0279551433873598e+16,5564037686162199.0,5426312028719266.0,8100366038828800.0,5833333333333334.0,5603333333333334.0,5206666666666667.0,4710000000000000.0,5200000000000000.0
b0918,KDOCT2,kdsB,1.0021201740478934e+16,7670276864202400.0,8723067153823566.0,7439890239751200.0,8541163460719165.0,2940984735685499.5,5228444116512068.0,2058107072113900.0,3719317846736000.0,4341548205039500.0,6957082773486700.0,4544556602655999.0,4691049891455200.0,3781325519708100.0,2999600893013266.0,3989402451052800.0,1200000000000000.0,1303333333333333.5,1366666666666666.8,1353333333333333.5,1513333333333333.5
b3198,KDOPP,kdsC,6626048820449066.0,901678142128400.0,4804168213826966.0,5392074647871334.0,3665601995846700.0,1129693011012999.8,3230241117936732.5,1485563900825033.5,1930257196074400.0,2605024127419733.0,4455389502644167.0,2778925137398400.0,2488078928225600.0,2155380712738400.0,1275425732459999.8,1842480840060000.0,1013333333333333.4,1240000000000000.0,1310000000000000.0,1263333333333333.5,910000000000000.0
b1215,KDOPS,kdsA,3.218248988293013e+16,2.4507567863289468e+16,3.293087218106933e+16,2.7757773208805736e+16,3.0069740541070496e+16,1.0483485102892198e+16,2.2444266055835868e+16,1.0608389758972834e+16,1.6291459464492e+16,1.953751510644453e+16,3.0200577154650668e+16,2.21006209024872e+16,1.89577528706528e+16,1.5753249028828498e+16,1.3484627049420998e+16,2.08341102268416e+16,8126666666666667.0,8096666666666667.0,8226666666666667.0,7900000000000000.0,8250000000000000.0
b2132,LACZpp,bglX,2876365681132799.5,2159403363486133.2,2498854547584399.5,2641472356109067.0,3609357998417901.0,2100378045499300.0,2833990242451333.0,978772614756900.0,1647377972787199.8,1728633166517566.5,3029923693146133.0,2182704010063200.0,2014592011800000.0,1826203124226600.0,2643518192021666.5,3159374155776000.0,463333333333333.4,606666666666666.8,580000000000000.0,510000000000000.0,603333333333333.4
b1326,LADGMDH,mpaA,1798435757868799.8,1531302161058133.2,1575203501613066.2,868023161008266.8,975453467654166.8,554785394632000.0,564130103767533.4,485534004665800.0,495278632190400.0,1747373169778300.0,1186983817602933.5,1697262991063200.0,638362841500800.0,346163220967899.94,1228861068011133.0,429830436306400.0,366666666666666.7,393333333333333.4,216666666666666.7,240000000000000.0,150000000000000.0
b0237,LALGP,pepD,3.1693378091668268e+16,2.4851960710610136e+16,3.152917625187437e+16,2.471564725169773e+16,2.1136161787566496e+16,7463263014896499.0,1.7487480997917664e+16,9177638265440734.0,1.6435113541239198e+16,1.7423589983565398e+16,2.6163595167422336e+16,1.8088688419052e+16,1.7192122474936e+16,1.2319615115589598e+16,9495856965474732.0,1.13408435851856e+16,7913333333333334.0,8730000000000000.0,8713333333333334.0,7326666666666667.0,6750000000000000.0
b2799,LCARS_reverse,fucO,569281691288533.4,440243940580266.6,512658840724866.56,544668667102000.0,550638073834600.1,2729550247986799.5,2098665772281866.8,671070607109333.4,1902499572587200.0,1031206145149299.6,972097654952533.4,1776079164757599.8,1397430947987199.8,1292758623847599.8,2251989548160000.0,1831648642576800.0,1173333333333333.5,1403333333333333.5,676666666666666.8,220000000000000.0,116666666666666.69
b2133,LDH_D2,dld,6031230397705600.0,4756384256033200.0,4726725604101133.0,5140397096047734.0,4750494624270400.0,2025342164191500.0,3626698873761600.0,1675602582683733.5,2848737069716799.5,3189856472868934.0,4739853250689001.0,3979308449434400.0,3615993379715200.0,2428601064372699.5,2300874029883733.0,2574383292150399.5,3426666666666667.0,3836666666666667.0,3770000000000000.0,2836666666666667.0,2046666666666666.8
b0642,LEUTRS,leuS,1128890818833066.5,719202844416000.1,963165479821800.0,811530292716266.6,551436822641300.0,169340680362699.97,346530736027666.7,152896662004266.7,279751395648800.0,405297375176333.3,676882230494233.4,356458090695199.94,298861187804800.0,194859058198000.0,136094123566866.69,174959301929599.97,5793333333333334.0,6696666666666667.0,6403333333333334.0,6193333333333334.0,5940000000000000.0
b1651,LGTHL,gloA,5105529348350934.0,4696949802812400.0,5476015530340033.0,4819223417232000.0,8431499353515234.0,4520732275698099.0,8238420446536798.0,2916709436328033.0,6028558526507199.0,4213836500514533.0,5641051752175900.0,4735609288934399.0,4713540303419199.0,3823470559763400.0,6061959133813733.0,9524448269831198.0,3633333333333333.5,2780000000000000.0,,2926666666666667.0,2530000000000000.0
b4386,OCTNLL,lplA,901088989505066.6,574627712791066.6,733745322331166.6,693000018557466.8,279107866134933.28,135862963873699.95,625202402740066.8,278702704107266.7,415837543442400.0,509969065081000.0,865824719338233.5,761673287835200.0,492086912677600.0,288821876585899.94,209387301537333.28,200257285111200.0,,,,,
b0630,LIPOCT,lipB,1457927562126933.5,890713941628000.0,1443160735420333.2,1041899550997200.0,801315816244500.0,87539253083099.98,483508406790933.25,366693408849966.7,490405089286400.0,1115979979364000.0,890323627345933.4,833356049432000.0,553576758532000.0,467701752460600.0,2970107849156066.0,4074701063286400.0,,,,,
b0628,LIPOS,lipA,5611853981750399.0,4437401961520267.0,6693536939866299.0,4197352459902000.0,5756560632041933.0,2833189448539799.5,4374635531951533.0,1393711026257066.8,3075851274855999.5,2740272713273733.0,6698096317432834.0,4265704945688000.0,4235232249070400.0,5102962782449699.0,2962824247418933.0,4080248344717600.0,1740000000000000.0,1870000000000000.0,1573333333333333.5,1446666666666666.8,1463333333333333.5
b0182,LPADSS,lpxB,316083735242666.6,405464498342400.06,308108972857433.3,227924873505466.62,80741781462233.34,,75065292348800.0,44095797341633.33,104439318534400.0,154473672801266.66,266217142343866.62,198979504060000.0,237536197416000.0,59498319855100.0,58088213336999.99,111955260894399.98,2250000000000000.0,,1506666666666666.8,1196666666666666.8,1036666666666666.8
b0494,LPLIPAL1G181pp,tesA,3321141296886399.5,2776341975489600.5,3873741859702100.0,3136552942468400.0,3293907151590734.0,2305997707628999.5,3293001628784399.5,1558291428439733.5,2330933127577600.0,2247927829675800.0,2894730256235233.0,2130364088115200.0,1966808509336800.0,1461295980402999.8,2238977791563332.8,2518830866719200.0,683333333333333.4,673333333333333.4,646666666666666.8,526666666666666.7,493333333333333.4
b3600,M1PD_reverse,mtlD,1.0680034167665068e+16,7627760892342267.0,1.2233209275998466e+16,8419219816900667.0,9744767124601534.0,7372427853875699.0,7492075998693866.0,5519632601988001.0,8148938257372798.0,7828633140457467.0,1.0312260926927198e+16,8492555252268798.0,7523713780184798.0,4129042112964300.0,5957307687801800.0,5932755264184000.0,4366666666666667.0,3280000000000000.0,2253333333333333.0,1760000000000000.0,1383333333333333.5
b0777,MALCOAMT,bioC,65807850121600.0,,189079016546400.0,,,,,,,112698319589333.31,129534527088366.69,,82803111347999.98,71868175224999.98,,38273786209599.99,,,,,
b1613,MAN6PI_reverse,manA,1.0376306978847998e+16,7863624108876666.0,9669060423881930.0,8608672122190934.0,9504976800271968.0,2708900941036499.5,7448601362701198.0,2675553403777833.0,5488110809234399.0,5978543240585067.0,9548429081204066.0,7009253125367199.0,6657082220220798.0,4722801671980000.0,2956754707546199.5,4163681159157600.0,3176666666666667.0,3466666666666667.0,3300000000000000.0,2976666666666667.0,3063333333333333.0
b4323,MANAO_reverse,uxuB,748100008440533.4,601921033525466.8,447669221491766.6,636765415980400.0,460664503688200.0,912911882255800.0,913956621271200.0,412243785947666.7,668381038992800.0,686319575551866.6,709991536704100.0,973632826718400.0,739145775475999.9,345486381927399.94,1046191475584200.0,1061016557189600.0,393333333333333.4,330000000000000.0,176666666666666.7,143333333333333.34,83333333333333.34
b0732,MANPGH,mngB,,,,,,,,,,,,,,485971893694000.0,104310307672266.69,263625461021600.0,,,,,
b0334,MCITD,prpD,301727063267200.0,238454353358666.62,302679898362099.94,233694829598533.3,282995047018799.94,871017198567600.0,223855628791600.0,1615659766789466.8,397377001257600.0,179879941183233.3,518375790926666.7,1598139813747999.8,285154098955999.94,213186345211000.0,1180057188449333.2,1015268713468800.0,2573333333333333.0,,,,
b0331,MCITL2_reverse,prpB,1672321047854933.0,940589403342400.0,1221518280527899.8,1341650312293200.0,1392255437627933.2,7372230482389499.0,1316442528128866.5,8101365634668134.0,1937446685596000.0,761282044783966.6,5011009582145900.0,4711018454691199.0,890570334426400.0,1920917432809200.0,1.0798916648272868e+16,1.2688333897619198e+16,1870000000000000.0,,,,
b0333,MCITS,prpC,,,,51785238476533.34,,34729890386800.0,,225450464738400.0,,,,189749285990400.0,,,49299686957399.99,41240754132800.0,1370000000000000.0,,,,
b2521,MCPST,sseA,7630904154536534.0,5879794721815467.0,7832957167346333.0,5618543615595866.0,5810891110235634.0,5141536964102699.0,6837432183324601.0,4859847101076233.0,7600580409888000.0,6193750422917034.0,8055421202450899.0,7299451450766398.0,6432022234553599.0,6003517270806299.0,5375023813794065.0,5024807926817599.0,4070000000000000.0,3490000000000000.0,2573333333333333.0,1843333333333333.2,1593333333333333.5
