bnumber,glucose_heinmann,NaCl_50mM_heinmann,pH6_heinmann,42Cdeg_henimann,anaerobic_heinmann,Chemostat_heinmann_012,Chemostat_heinmann_05,galactose_heinmann,acetate_heinmann,glycerol_heinmann,glucosamine_heinmann,fumarate_heinmann,succinate_heinmann,pyruvate_heinmann,Chemostat_heinmann_02,Chemostat_heinmann_035,Chemostat_vilu_011,Chemostat_vilu_021,Chemostat_vilu_031,Chemostat_vilu_04,Chemostat_vilu_049
b3366,137541521250133.31,,,62942144448400.0,2308877649010467.0,,118720278510600.0,,50684071079199.99,46112904523666.67,153321961247066.7,121067605616800.0,65550999087999.99,77988104549599.98,,,,,,,
b3368,570845755051733.4,136622082981066.67,217273473716799.97,620447719919066.8,235985805613133.4,73496975038199.98,263116875761133.34,273291287970866.7,375239228919200.0,170357249044233.28,575309243084466.8,637942648065599.9,228557272308799.97,377624350553099.94,87014916900266.67,126696915639200.0,,,,,
b3371,,,180379862499933.3,,,,61318154395333.336,,,,,,,,,,,,,,
b3375,129938783105066.64,113277075704800.02,1929335865781666.2,234925496793866.7,499306242452700.1,108382992526900.0,103744583504466.66,,64220528320799.99,59884702059366.66,547444285084166.56,304926564844000.0,67707875267999.99,149540339258799.97,,34469069491199.99,,,,,
b3383,413939603614933.4,34381782057466.668,121399856900133.31,39583006440133.336,81806925485966.67,,76344986433733.34,,,97236324729033.31,96763578312766.69,470545407024800.0,88350510508799.98,,,107383516334400.0,,,,,
b3384,2.8385027776182404e+16,1.8224231754790136e+16,2.5270451168275932e+16,2.15757337299784e+16,1.641270652046557e+16,4281709524352398.5,1.1586234548612532e+16,5825562232101034.0,9346276378267198.0,1.2080092653602166e+16,1.918893362440037e+16,1.2565664289759198e+16,1.22906800450208e+16,8002520793752799.0,5415848003343066.0,7048283058175999.0,4233333333333333.5,4383333333333333.5,4496666666666667.0,4520000000000000.0,4880000000000000.0
b3385,8990146135042132.0,6686900030540799.0,9205609153991732.0,7543467373766800.0,6434304330214166.0,2028023079608399.2,4656868465346934.0,2582118384021900.0,4542112936240799.0,4624992226688333.0,7358571460584567.0,5588202256010400.0,5235566518352000.0,3077960615090899.5,2363401979208599.5,3208017394159999.5,803333333333333.4,1020000000000000.0,,,
b3386,5590217456447999.0,2300597416431066.5,3330749247801633.5,4252614937920532.5,1370257943331033.5,477285304428099.8,1568975968955200.0,837692229013099.9,1178022538424799.8,1868905714244266.5,3820845612123233.5,1859115714578399.8,2060018455759199.8,1820189680642199.8,533140198008733.25,855695347584799.9,5676666666666667.0,6946666666666667.0,6150000000000000.0,6866666666666667.0,6043333333333334.0
b3387,794369154388266.8,128790413224666.67,131605283701300.0,119463205068666.64,104213207735566.66,,,,,75572862886366.66,64147074229133.32,,,,59540034942666.67,,,,,,
b3388,123409962533333.31,97104892987200.0,,59534121853733.32,,,,,,,,,,,,,800000000000000.0,856666666666666.8,790000000000000.0,676666666666666.8,620000000000000.0
b3389,5503314786102399.0,4128786986347333.5,4826160550664534.0,4748173031338800.0,4645207265700767.0,2057779803168599.8,3693450698663266.5,1790532580592066.5,2528883033712000.0,2961449026998633.0,4618290502562901.0,3459173921618399.5,3076413251599199.5,2438775417802499.5,2482658822979866.5,2573575048123199.5,1560000000000000.0,1636666666666666.8,1516666666666666.8,1193333333333333.5,1146666666666666.8
b3390,1.9270632129460264e+16,1.4187782295959066e+16,1.817005944351997e+16,1.5093117791879868e+16,1.75113217001814e+16,5535909254263499.0,1.3071346950523336e+16,4682256262543467.0,8864685915040799.0,8585829435504730.0,1.3828823867411036e+16,9915668881327998.0,1.04842252781056e+16,6329439840779999.0,6418098204808400.0,9259395151144798.0,1706666666666666.8,1816666666666666.8,1970000000000000.0,2053333333333333.5,2556666666666667.0
b3396,135994365606399.98,127188574687999.98,117244252698699.97,126362287362266.67,102082954750066.66,97481823455799.98,54567949650933.33,,39473434959199.99,43198718597966.664,87205256958833.34,47270009834399.99,60702454245600.0,47418491345399.99,78258079938866.66,105246671099999.98,,,,,
b3397,4663034503436800.0,3926541398435600.0,4364068358217167.0,3635544671367467.0,4082343407615434.5,1744910888940099.8,3310941657249200.5,1469612759366033.5,2630282406007199.5,2210703603533866.2,4130542515567200.0,2897175941890399.5,2785071957417599.5,1874805551523099.8,2624813147487666.5,2577397349823200.0,,,,,
b3399,657001142898133.2,170071831939333.3,177327797240900.0,313604401590666.75,267089756052966.62,112079933959699.98,214817216223133.38,127369595523700.0,119434943047199.98,331298614552366.7,643767993822300.0,581297376633599.9,280419766453599.97,199273030868099.97,79755221040000.0,907636985987999.9,,,,,
b3400,646772617135999.9,320472641272000.0,639177294450633.2,377216894091333.4,52813640235866.67,169934039872799.97,217670144613133.34,109331862364499.98,117480310081599.98,90535302083699.98,286053229018100.0,89815789544799.98,215052564913600.0,,867773243274666.6,162107189594400.0,,,,,
b3401,1.07043449439072e+16,7534802303588000.0,8000185415407199.0,8054619030239600.0,4591245648431834.0,2516297399387800.0,5770957496547533.0,2357619258934233.5,3663280991828799.5,4962051592953334.0,9107646731647100.0,5332532241852799.0,5502338799444799.0,2973216049550600.0,3510999569599133.5,4113863530015200.0,2920000000000000.0,2350000000000000.0,2240000000000000.0,2046666666666666.8,2213333333333333.5
b3403,1.9576820741819736e+16,1.4804201506848134e+16,1.7347311263602664e+16,1.5765274753279334e+16,1.77025341692483e+16,3.00816285989009e+16,3.7453571925808136e+16,2.147835532769797e+16,3.94883382820168e+16,3.230512894810917e+16,3.0560558875247468e+16,5.35038691976016e+16,4.71928582490144e+16,3.686456406746259e+16,3.494128584978753e+16,3.644694610068e+16,1.958e+16,2.2826666666666668e+16,1.7643333333333334e+16,9773333333333334.0,4213333333333333.5
b3405,1.7479578369851728e+16,1.3590415213809468e+16,1.7681887793843768e+16,1.3641705841753736e+16,1.3003801722882534e+16,1.2218902606370598e+16,1.4151329293108802e+16,9402994415551568.0,1.2926996685671998e+16,1.1938204223651532e+16,1.590760162879807e+16,1.3208388963551998e+16,1.1765823140688798e+16,8670899097254099.0,1.245954502024393e+16,1.2281201162187198e+16,6460000000000000.0,5403333333333334.0,3686666666666667.0,3640000000000000.0,2810000000000000.0
b3406,777958852963199.9,693406557508933.4,813111248798533.2,695654768353066.8,878796022936266.5,306391516946199.94,624305702604133.4,183760725486466.7,436657402492799.94,299020806979899.94,706467458515633.2,460852033670400.0,442674472142400.0,324940275002700.0,426916115611333.3,475470874844800.1,,,,,
b3407,3479795250450134.0,2370006818835600.0,2096938256347600.0,2791994238012933.0,844562858232566.5,209509991357100.0,668841322734866.6,223097205040633.38,361695479496799.94,1019279738681733.1,1669844393359666.2,858233966173600.0,866301942566399.9,362276371773399.94,250753663961533.28,308507304885600.06,360000000000000.0,393333333333333.4,423333333333333.4,423333333333333.4,536666666666666.7
b3408,143269035328000.0,415052829247466.75,,752668437463600.0,381975299464499.94,,,,,,,34279665626399.996,,,,610853341459199.9,,,,,
b3410,45108172089599.99,87484295834133.34,,,,,191653338791200.0,,,79697785299233.33,171628280929233.34,,77814900215999.98,68476661696099.99,,,,,,,
b3412,1074585434666666.8,879534680353466.8,1148609798004899.8,918650572987466.8,291223147590866.6,322106451407999.94,497282572586799.94,214762992069899.97,332272261078399.94,569791172877266.6,747220459077200.0,663868240351200.0,506435977984800.0,237007097843599.97,389820268675199.9,376767234090399.94,,,,,
b3414,4.40765694680224e+16,3.36082864053692e+16,4.369124124921803e+16,3.2945090948961336e+16,3.917564530457556e+16,1.9346801843173696e+16,3.1292337170695468e+16,1.3084464698377302e+16,2.3822472088728796e+16,1.84987800795962e+16,3.6710388430459704e+16,2.1908753433257596e+16,2.2922490981779196e+16,1.9349999798895496e+16,2.0561381229126464e+16,2.6679692497098396e+16,1.091e+16,1.0663333333333334e+16,1.036e+16,1.0003333333333334e+16,1.0886666666666668e+16
b3417,591475769380266.6,464185186362799.94,171913253256733.3,379701257083866.7,42929762983400.0,50343969246199.99,91859215324933.34,,61798818190399.99,143957279906933.34,160396024108933.38,139712902804000.0,81478683406400.0,65564880232600.0,58322259060999.99,38542713211999.99,1853333333333333.5,2166666666666666.8,2620000000000000.0,2500000000000000.0,1630000000000000.0
b3418,,,,,,,,,,,,,,,,,856666666666666.8,1116666666666666.8,873333333333333.4,536666666666666.7,200000000000000.0
b3423,889493853815466.6,656753173398933.4,1182080804576300.0,1194279147949066.5,680321606990700.0,240970423651300.0,609014616246400.0,291384098355400.0,368232009236800.0,722865734727066.6,1025110020160166.8,630128913826399.9,636150359961600.0,307577453896300.0,274569137510799.97,367957803302399.94,886666666666666.8,766666666666666.8,746666666666666.8,720000000000000.0,896666666666666.8
b3425,2917155859532799.5,1956801227231199.8,2924611426472766.5,2308281020160266.5,1548655852721099.8,438174998929499.94,1459050739851466.8,509251110571266.7,923607807701600.0,1636074309819666.2,2762503919997033.5,1298900632292000.0,1205717692448000.0,489412428715699.94,464699497181333.3,822029714872800.0,,,,,
b3426,1672075055216000.0,1417311191964266.8,1731126159267200.0,1468740885220933.2,1309155523325233.5,610097426616999.9,965950012966466.5,646348208277233.4,964747101091200.0,3.1846949859863296e+16,1745874936729833.5,1298126034375999.8,1083025278688000.0,733117511836500.0,1045349018543866.5,1407989570591999.8,,,,,
b3428,,,,,,,,,,,,,,,,,1800000000000000.0,1656666666666666.8,1540000000000000.0,1323333333333333.5,1150000000000000.0
b3429,142291468430933.3,110081658598800.0,49360200690399.99,104451785818800.0,236887326397533.34,,,,,,,,,63812225276799.99,,,2586666666666667.0,2496666666666667.0,2470000000000000.0,2143333333333333.5,1743333333333333.5
b3430,929905354242133.2,556549013141333.4,587491703220166.8,775700217952799.9,165972445396699.97,48527902537799.99,299106349218733.3,107812569558433.33,241361770161599.97,521373847794999.94,486562351769999.94,365522246627199.94,420762710233599.94,198451771021000.0,107999205919733.31,152953552401600.0,2813333333333333.5,3136666666666667.0,3143333333333333.5,2533333333333333.5,2036666666666666.8
b3432,517552537278933.4,2542013614784000.5,2144573886610899.8,399166745057733.4,419421127127833.3,,100288431584466.64,87088026154100.0,141485294869600.0,793687898519933.2,471804249873400.0,479524400975999.94,431283761824799.94,321768268332699.94,116390476460133.33,158603826325599.97,1040000000000000.0,1060000000000000.0,833333333333333.4,843333333333333.4,800000000000000.0
b3433,1.5074848882947197e+17,1.0564521644139773e+17,1.4726993975851667e+17,1.1846099097025574e+17,9.806003106089677e+16,1.6407279467726698e+16,6.4190523146152e+16,2.84928900168343e+16,4.861498282803039e+16,5.572877312918526e+16,1.0425404290784187e+17,5.825541548509039e+16,6.063579075816959e+16,4.2444556029957896e+16,2.0812932000413664e+16,3.0392555156852e+16,1.8143333333333336e+16,2.459e+16,2.7096666666666668e+16,3.1493333333333336e+16,3.8053333333333336e+16
b3437,1628448033115733.0,787040692676000.0,1166535938399266.8,998920554124266.8,613862793048100.0,308573071125199.94,805351472076666.6,401175690113366.75,,978683963215266.5,7978350861441735.0,666158891155999.9,827086190028000.0,225327520352200.0,211011588909733.3,268506096486400.0,,,,,
b3438,2265060029311999.5,1713209925089599.8,2211527332921566.2,1800563401463866.8,2054683923597766.8,1431337854268699.8,2186097515441666.8,1026869722310233.4,1533678977624800.0,1422952830642633.5,3388420032602266.5,1497787776711199.8,1372375462272799.8,1336951547390199.8,1399093824123599.8,2061909233585600.0,1093333333333333.4,806666666666666.8,810000000000000.0,733333333333333.4,653333333333333.4
b3439,2295223099958400.0,1795649279597599.8,2047781493668700.0,1871876733760133.5,2392502057746233.0,6078350394208399.0,5014552418876000.0,3383949405868467.5,5560565708351199.0,2206975701629366.8,2787053878769533.0,2447447964264800.0,2551448768897600.0,2472288825088600.0,7167593611198531.0,6815641416352799.0,3746666666666667.0,2356666666666667.0,1493333333333333.5,1530000000000000.0,1260000000000000.0
b3440,4649198951219200.0,3668699238830266.5,4440928077599700.0,3656648497385333.5,4405164503720767.5,1487817770217799.8,2482326199848733.5,1103940528076666.8,1841428345972799.8,2323835279861866.5,3742348802185799.5,2568231044527999.5,2158938738512000.0,2053767155190799.8,1535019522429799.8,2376853334824800.0,883333333333333.4,1020000000000000.0,1020000000000000.0,910000000000000.0,913333333333333.4
b3441,59692737795200.0,199449925636266.66,,,228304326863700.03,,91494484527333.34,,,,68217126913833.336,,53895977897600.0,,,74014219128000.0,,,,,
b3447,2541206659347199.5,2493047106636799.5,2673585416643466.5,2006625417312133.5,2003972532678166.8,2165426231142999.8,2426635141592133.5,1591222091314833.2,2447844172321600.0,2351024405120267.0,1883966882185233.5,1666061681807999.8,1922242109123999.8,1642298919935099.8,1859267941592599.8,2169965588070400.0,1426666666666666.8,1020000000000000.0,1093333333333333.4,1003333333333333.4,726666666666666.8
b3448,7715772190617599.0,7306930391557067.0,9547092465963500.0,6016178117816533.0,7202956647951401.0,9343277909796600.0,5849222702527533.0,3758791506139900.0,5444536472384799.0,4703254364366933.0,1.2727212070835068e+16,6092830194028799.0,4431673496273599.5,3548849461859799.0,5399705820731933.0,6618545314959999.0,2460000000000000.0,,,,
b3449,459952360131199.94,269413421926133.4,486659780360266.8,419883208093999.94,263397523032966.62,349464167159800.0,365416968877133.4,158363056420333.34,345448487834400.0,260591840039100.0,350150078328966.75,337462349207999.94,327213294476799.94,224773404126599.97,334380834372933.4,304044800301599.94,896666666666666.8,753333333333333.4,520000000000000.0,413333333333333.4,403333333333333.4
b3450,578839886797866.6,346302285030799.94,541293931818799.94,464322010448800.06,264736703563000.0,759526245205700.0,509654984170800.0,344534692925833.3,456400179264000.0,369629345118300.0,444483674330233.4,442753121087199.94,432193685165599.9,516271812429099.94,817454871391399.9,716115940407200.0,733333333333333.4,520000000000000.0,363333333333333.4,236666666666666.7,
b3453,1.1192048917514668e+16,8549712112613465.0,8649928659888599.0,7239409120134799.0,9185453436529568.0,2.33231565677873e+16,9314238287009934.0,7248195483306401.0,8593745109326400.0,6303705486376033.0,1.0349300985327102e+16,6939377276983999.0,6430944958059200.0,6066048698996999.0,1.531798153833933e+16,1.0798218920853598e+16,7786666666666667.0,4836666666666667.0,2380000000000000.0,1346666666666666.8,920000000000000.0
b3454,9678423270993066.0,6985230146644400.0,6588988790307799.0,5901797355155334.0,5368271668621633.0,3481651261533200.0,5247313933120133.0,2885521303086933.5,3488890875788000.0,4354163200513799.5,6205524545878700.0,4499843357132000.0,4225072475267199.5,2944235046055799.5,3784259661197400.0,4126017787931999.5,1463333333333333.5,1360000000000000.0,1456666666666666.8,1306666666666666.8,1223333333333333.5
b3455,6062253875346134.0,4348335077924133.5,5564691535990332.0,4605255723455333.0,3183219131087933.0,1624042635228299.5,3536495864882067.0,1915108178166100.0,2269581600668799.5,3609956822181333.5,4292525957896800.0,4300020941106399.5,3737225193546399.5,1929406755669399.8,2111042090895466.2,2757590167759199.5,896666666666666.8,953333333333333.4,963333333333333.4,936666666666666.8,876666666666666.8
b3458,3.914958785081493e+16,3.2263572785317068e+16,3.91277741789656e+16,3.002290411665627e+16,3.918164358716394e+16,2.5054618132254196e+16,3.310260496632266e+16,1.4494139706277536e+16,1.83316518332448e+16,2.1353609308730636e+16,3.2070650506737668e+16,2.8869894928320796e+16,2.7114549999774396e+16,1.60133439500062e+16,2.7453274112192868e+16,3.07084376887208e+16,4833333333333334.0,5360000000000000.0,7826666666666667.0,8476666666666667.0,8960000000000000.0
b3459,1754635012371200.0,1563676146935466.2,1675702911090833.5,1600474374471466.2,1090910710358000.0,410529078856399.94,904475252995600.1,462313582567966.75,812804057684000.0,894503632078899.9,1114837660241633.4,977937006296799.9,922765746683999.9,568223967672199.9,769578460267466.5,692183851449600.0,,,,,
b3460,2.3748746740510506e+17,1.851648362305056e+17,2.6706296076166416e+17,1.9345828912543933e+17,2.6633137464383133e+17,3.009279565376063e+17,2.7273319549889837e+17,1.476574038120006e+17,2.195119097288976e+17,1.6018203616098032e+17,1.975128741720583e+17,1.9437454296527123e+17,1.8858154118616877e+17,1.5225718900959904e+17,3.3945801527621203e+17,3.1332126583528557e+17,8.090333333333334e+16,8.985e+16,7.859e+16,6.2943333333333336e+16,5.3463333333333336e+16
b3463,5557052385702399.0,5127755457915999.0,7495188791373699.0,6151110626790267.0,6329122823454133.0,2445123163109899.5,4625546559445933.0,2406170021696933.5,3589737710540800.0,4303177665835900.0,6174986440059400.0,4289834943584799.5,3869868940355200.0,2689094009810599.5,3212674072496533.0,3626496831966399.5,1020000000000000.0,956666666666666.8,846666666666666.8,780000000000000.0,753333333333333.4
b3464,1.3005469099551998e+16,9907151610500666.0,1.2765367324757098e+16,1.03819240287308e+16,1.2885913871042834e+16,4478219831385999.5,8082623291272400.0,4260054596249400.0,5775628714188000.0,6200586054475333.0,1.1129356332537468e+16,7268742112570400.0,6737440565569599.0,5489511703144699.0,4758286437228865.0,6144938786808799.0,2620000000000000.0,2400000000000000.0,2193333333333333.5,2086666666666666.8,2096666666666666.8
b3465,874177879457066.8,622653530391200.0,722815333268833.2,724728120542533.2,757015850751500.1,297604465359599.94,469800042223200.0,182794398429900.03,359496498253600.0,340514297984033.4,757762462568433.2,481680371507199.94,395048913815199.94,321205176062399.94,346468012698133.4,281749784400800.0,,,,,
