bnumber,glucose_heinmann,NaCl_50mM_heinmann,pH6_heinmann,42Cdeg_henimann,anaerobic_heinmann,Chemostat_heinmann_012,Chemostat_heinmann_05,galactose_heinmann,acetate_heinmann,glycerol_heinmann,glucosamine_heinmann,fumarate_heinmann,succinate_heinmann,pyruvate_heinmann,Chemostat_heinmann_02,Chemostat_heinmann_035
b0485,351.7791780264,458.2386549132,573.3717840976,442.7135528428,204.7271419393,65.6048487646,201.970638194,148.7333768294,290.6493271924,211.3271573313,615.5978609497,231.0889377867,269.7144771923,135.2625898804,54.7921886868,76.5428946241
b1748,67.2612636188,51.7804810335,61.9617223727,49.5048302494,23.3377234779,68.9807853107,58.9481389902,42.5804051535,86.4417428432,58.0452398245,86.9811212412,93.2354725617,58.9964570974,63.4398543404,74.8637248939,81.0830434174
b1629,2.43856762,4.1901883302,1.5442194258,2.7278609314,2.8118938889,0.3706577743,0.5114067156,0.3775128667,0.1995488174,1.1526092134,1.5708718187,5.2014386695,2.1897671404,0.4259478646,12.9451295434,0.3001790466
b1320,16.007931917,13.9889613276,11.3053983173,12.4499982701,13.9079445829,9.3255389494,22.2425693061,9.0507673384,13.7145740705,23.9214728588,28.7216943024,28.3787521701,28.1647706558,7.4749109946,14.9782610117,17.5322707868
b1434,14.5987360981,4.9645636976,8.2882989833,3.888040799,5.0544007909,1.8387760452,12.2217343172,6.5178356312,8.4819359992,8.1394606859,13.6025162337,26.2107591622,14.5146751985,6.0303202544,0.8932720637,19.0413771015
b0443,140.214725583,109.3545839764,56.8360737399,104.1135590116,60.7914214514,290.4706931853,142.5548011359,265.6868440415,341.1647345421,163.8518123573,104.9011278172,175.5449170547,164.2724220216,118.3456081289,308.0984784734,201.8186128283
b1770,45.5127666586,41.2121597591,45.9381972614,51.2252848918,42.8250024532,43.1514469128,52.2435615413,38.9049310315,52.3675789288,36.0542743671,63.9969382667,72.4081899997,47.7461774102,66.6176877618,57.6962505235,60.2592772446
b1759,271.4310257612,32.5517152878,467.2320890447,1454.2692815378,116.8271187138,116.2420740088,403.2991381064,160.8019889586,184.2622617205,247.3214935923,383.2504720062,78.0882401699,299.4995725719,187.7707177917,52.7442134433,168.6677335606
b2249,6.8244161113,11.5042558044,12.8807055414,11.3101103035,7.5054318964,0.840815698,3.305748662,1.4823784983,2.1783557958,12.912797409,5.7822852646,16.7293997733,3.7793790499,45.8705156757,12.4913156682,32.8811470732
b0825,50.7672773232,57.1049710964,55.8718184206,41.8697707456,24.5402767354,7.0867396985,19.3637439312,7.5558684706,26.4041623132,27.9690958363,49.2872699792,31.412710217,13.9347004392,36.4376479461,3.8508482848,3.3143613297
b2867,9.0531444148,0.1592896753,4.5806941031,0.1986695398,0.8671381812,2.4603098079,6.2769403159,2.0632190154,0.9240885624,2.5955750222,5.0843209671,8.9015957453,4.9696316144,3.4741402751,68.9341187613,15.4428281501
b2747,94.9891215371,82.3933745997,83.8552052405,77.3279660723,90.8675643636,55.2113204118,61.1116402335,35.6218056747,47.3678311903,54.3410240712,80.9361648965,71.47504841,60.0515821554,54.52044784,61.2410883348,55.7863357534
b2843,18.7884213567,5.2656756573,5.0352440293,7.006523684,3.4420187278,1.647599159,14.6411791862,6.7591733237,1.0471098741,1.4928265399,15.8237777439,3.4884842712,6.4909249823,2.3495101445,13.1714533763,4.9849049828
b4596,13.8216094186,5.0274867585,1.8127286012,3.0593092357,26.3129467637,2.9885155773,6.422918063,3.3521022658,9.1014756851,8.2293533508,18.3582298853,8.0976646843,8.3913322969,24.9049082216,24.282232487,67.5118028162
b4606,1.850423924,0.0028785525,0,0.0792638866,0.0077478103,0.4142135645,0.07501453,0.0802877432,1.4442240567,9.1138775502,2.0524235747,5.2175449367,0.0041385328,4.8926335828,0.0955951549,14.7051654563
b1109,42.220082825,47.893278719,21.8160056804,46.7586426421,4.6284828494,0.4686517717,0.1476763961,0.7625028255,1.3052221395,14.6941319547,40.1437207089,4.6973195261,2.6624201841,5.9116524253,4.5028373019,4.9462019428
b2957,12.103244224,11.9343957799,9.7275114404,15.6201521973,33.7841445946,30.6877942473,27.3185919595,5.0212516463,2.3564539356,12.6949515612,8.3093953105,3.2605116766,2.8709358382,4.9145010155,22.1120315704,19.3730810812
b4036,21.3351011007,22.3929271648,19.5420538313,18.5508127631,9.6063909579,46.5590407564,74.6025043086,35.5762802981,47.6737390176,33.5280243469,19.9918950493,32.3298345006,31.7608586056,31.9727500729,49.7011507792,44.7381106061
b0215,3.6707574706,0.0647824258,0.6050951259,0.0413557962,0.7314192133,0.2046576333,1.1647621672,1.6051675777,1.3191910527,0.3333288652,2.2592872483,1.0333686634,1.453433978,0.3263025451,1.3104075187,3.5732305858
b0239,23.906847049,14.7813537804,16.7811081459,17.958157435,0.5523856817,0.0728300183,1.3913055296,5.6290750031,4.7880115478,14.4373443034,12.7278134327,8.690286271,7.1588070128,1.1216756469,0.0829938562,0.103037543
b2819,0.3662869451,0.1558792363,2.010195343,1.0248217349,3.0453922612,0.0054100056,0.028383146,0.0201850307,0.0238643274,0.106886211,0,0.1092115363,17.3074274395,0.0939878012,0.084238897,0
b2616,0.0065136892,0,0.1712543817,1.0905791196,0.0566196611,0.1385221093,0.026547121,0,0.0018091664,3.9924301276708E-005,0,0.0006911723,0,0.0090862748,0.0629954865,0.0908632794
b3973,3.5181984201,4.1738972195,1.6222363209,5.7829530563,0.1539224199,0.0140754689,0.450452062,0.9663955999,0.2825726081,3.1604150284,1.3636867703,5.8884871319,0.8247213153,0.3433590101,1.8066864215,12.8200092798
b4320,16.5862673657,24.7544339709,8.4315850417,7.4904333564,7.8533326356,19.0708706001,7.9550926971,5.7750010728,1.5465020633,28.5385588179,14.9122629426,2.3276670637,15.3273546453,0.7272847683,3.916192652,34.5917296624
b1282,486.2450375513,356.289369025,330.8344059372,376.9306769748,448.1326637843,201.2531356634,397.6278812851,169.5605335381,211.9187643544,285.6294098233,327.3482438212,269.4076364125,293.5275152517,211.2610922088,177.6778970914,223.5225184257
b0099,3.6176479093,0.1542478362,0.654988685,19.4996436667,0.7786282341,0.084765745,4.0770287442,0.0205012391,0.1560433067,1.4137500115,3.0984496192,2.7558788563,2.5662926573,20.7641738267,18.4818436775,6.4427461826
b4398,39.2931153354,15.210814916,3.662014095,11.237403763,1.1447521699,2.8131550225,1.9898777013,5.4817067097,2.7184691526,56.5444216968,12.7571689292,18.0607250743,16.2560653585,2.2596475049,1.3431505029,1.7695182243
b2820,40.3460972866,40.5364807211,31.1626471995,45.9707731589,22.9150966058,29.240987348,33.5695374449,24.6053153067,39.4952217411,26.9855638346,48.959210083,31.1835749076,30.3763407999,17.5685445332,19.7754846422,22.121381343
b1960,13.0139304233,3.2187120173,8.9765581233,3.3537344753,25.5950294036,0.9328381689,2.2019540753,3.1210311096,1.9460040818,12.8389968208,11.2777673789,21.4224050991,1.6875236534,18.158923345,0,2.1123770698
b0765,13.1392397485,9.9477146687,5.8522453574,12.4328262508,11.8492103142,48.1408277183,62.5037993253,6.9369803398,8.9107064085,20.0653795753,23.5186998769,14.6579030229,11.6879652966,17.3759976834,64.55167349,75.4620665177
b4053,57.09908963,40.7338375213,61.3865633245,51.5430806454,55.5719624924,24.1397615659,43.8425787968,20.0563307868,34.0622534995,27.0052869455,50.6055431139,43.2792277144,38.971453697,35.9085897386,30.79400005,39.9743398694
b2159,84.5462432709,81.863984483,87.4704676023,82.8955304016,57.6290247414,41.9473525683,65.8237005674,42.8753057507,72.4621760549,49.3562193726,90.7387506521,50.6626401706,53.8701507076,46.8096402059,54.4996834244,48.984667131
b1524,4.5852693586,0,0.0217026329,3.7751720978,0.0813035045,0.0119332866,1.2649125157,0,0.6670202511,0.3353585402,1.012651332,4.013664658,0.287518704,0,0,0.3967181427
b0046,45.397655471,13.5733015372,7.5968078652,9.9504330687,14.2663742358,5.9847266067,21.2889660254,15.3562457014,21.434946775,33.1511928351,25.7569599236,6.1308105596,31.7214573706,10.6507966755,14.307968247,13.9598447584
b2501,2.5241486695,0.1567054109,0,0.5519224078,1.1737139658,0.1516957833,0.177417959,0.1533282658,0.4191216302,1.345448502,1.2254522414,0.7729488878,0.3706657138,0.1000374866,0.0737113017,0.0999342007
b3700,34.0266996114,3.7386090916,0.9884907455,13.5272739519,8.4810381808,4.680740819,7.0639230906,2.9026641659,5.694336257,6.9965695952,9.7706063038,12.3703754653,6.56259748,5.9762675185,1.4627324977,16.456186736
b0472,71.8930207236,50.7100646821,67.7002300516,43.7592719555,49.3322680714,18.9665696928,58.7223473284,18.3494825399,30.0036127052,93.7669309402,48.6891357306,44.0993485289,44.9256822947,32.8276809863,26.7073215291,41.1093554674
b0296,2.5334509104,1.9472827685,0.8900651812,0.7413424624,3.899133913,0.5315317148,2.3651895124,1.0442033263,0.8212060594,0.5497392364,0.3085565646,2.9839133113,0.7543307478,1.8949363642,6.8359578162,16.5645367104
b3636,1360.6373857021,1392.1855011617,1534.632166192,1240.3855482354,1357.8295361739,646.3025546802,980.081233439,485.843451584,586.9890209022,875.5344266666,1116.1022467804,935.5553039074,724.12628145,456.1003562448,565.6504967501,777.4046466282
b3297,378.2272118119,349.0029548497,317.4125879976,354.6382273809,389.3689477292,181.8905965059,235.2903311059,144.5687815315,172.0674197095,211.6978360248,346.7277703284,233.6930990045,188.0236224659,150.0103906265,270.7991898922,244.6939572941
b0023,862.4713790324,732.0267573049,694.4604949346,666.5657215592,644.1785490129,325.8120065483,375.7031030814,236.0223269926,296.077908205,502.5026733967,503.1667937568,438.2288865859,456.7879489058,269.8374541576,279.1997582369,450.3126690536
b3470,217.4767149131,184.4724026375,193.3273801034,174.2321091636,269.8961033651,159.207820876,169.3750867607,92.8126048771,116.0665750967,123.2599304285,189.6264009407,177.4319418781,151.3599875687,112.9064445346,140.9008371762,131.1705688984
b0866,224.971796641,82.2201640684,111.7774924746,120.4321769755,122.090594304,204.3716535496,119.2493431172,117.5053630967,206.0960694145,101.781509912,169.0954897191,183.6603371182,150.0009548435,235.0340740526,614.1071212957,403.0759998995
b0119,170.5989285374,93.9272161164,130.3130778025,138.7803650007,169.8304299726,102.5795995305,130.7592249559,91.6830957013,125.5552529816,95.0661014201,191.973160928,115.926902227,103.7051247167,92.3171398852,110.5577154473,104.174638499
b3092,45.7235911413,42.20185533,29.3329643051,39.4433560668,92.0697455755,30.9070494671,44.4236434718,10.9213904971,31.3189804224,27.5506689044,45.5120920481,40.1012514616,27.5728081094,52.9859405346,43.2373375186,76.0789402713
b1248,140.1436114738,67.5175242466,24.6038307837,61.4894283621,46.9716826065,22.4153372053,62.0059688253,64.7336082684,92.0220227377,82.3857346447,112.9183149887,84.0992059796,194.2680428477,55.6435460125,40.8259117758,124.2123422502
b4155,35.4415489838,31.010006127,42.8740596936,36.0504527576,10.9324012128,1.430061536,22.8544758552,8.2883022527,11.5452006553,23.0230912381,19.3147187819,20.1267873286,16.844032197,9.5696152807,11.326401048,19.8532165532
b3348,536.4381012877,491.8713312903,550.7441976997,531.7306259339,623.3224982156,376.6521363053,478.1093682589,233.2153023445,395.5375115874,488.3383039233,497.1168024827,429.6490850826,511.1755776802,420.0244874456,290.9768805452,423.0953631467
b2793,154.9218112168,114.2709742423,140.7694749502,133.1537273718,123.7074730798,50.9207144577,80.3807611971,45.9788845068,65.198932936,77.1588239673,117.1444867413,99.1721006239,83.0982388306,47.1977786616,43.4736375389,38.8074039881
b3226,77.841956007,49.8035120459,67.4281463788,66.8900841385,54.3507562895,30.9247599132,51.4115437592,29.3696468668,36.3609706735,46.0764065668,94.8844643849,57.1659360215,40.6157585623,33.7622273724,24.5908958836,43.0712132564
b0597,26.7217730562,1.8056518585,27.2133382409,71.7035677209,0.3085765658,11.7213384146,35.8241898995,9.9616178373,31.1840932077,37.0860072027,72.8240312955,1.1945914614,55.5800362849,50.4153201113,10.4815834272,39.6454148465
b1253,79.0209529111,88.2591175741,84.1026228941,86.7751842557,45.1815989768,31.4377716661,76.2962201315,33.9547681698,46.3218559049,44.8097980434,65.3791524272,45.0359593132,46.0174380966,36.4022776686,32.1003545105,62.720464596
b0736,193.2465440608,112.8322976978,164.4233721985,169.6027230306,137.4410890391,45.296453453,89.9606313258,62.7511634885,60.7272545796,98.9831953022,154.6835525699,134.5878310713,101.7671812442,60.8364456039,59.2750426063,93.5022969611
b3031,191.7865754864,121.793560609,114.2542466703,127.890024463,24.6129068841,60.0682282255,55.7934675014,98.6100463426,87.4275934715,87.2716968163,92.6050244608,144.7763729584,126.7987222242,24.9723375825,53.296043865,62.3673631096
b1782,162.1566905673,163.5702115532,201.209474017,159.4772590043,110.7876377892,81.126366889,209.9432499581,104.9825341243,161.3158458742,117.2545197296,188.0711429339,108.265064961,161.1590930736,148.2423423411,87.6216886387,88.3108860677
b1887,8.0224858608,2.3051826196,0.8893036254,0.7602784151,2.9878042407,0.0852974308,4.570630572,0.845956856,1.036516731,9.9577731127,9.7743947601,72.1874517232,13.3630860767,18.8630453119,23.2548849579,52.2783988026
b1905,146.6194325851,133.567557797,125.1853359702,131.5092401609,140.8088415156,56.8522083736,131.5768646926,63.9229713206,113.0298952763,134.9563416559,176.1150008663,134.0005094751,109.3340005233,134.1915625686,140.7950386039,192.1950596939
b1902,1.9118765333,0.3604894371,3.2644898871,0.7233156702,0.4789159136,0.3498649854,0.7885125614,0.2532980414,0.6424517949,0.0309547312,1.5030929546,0.4612907348,1.767671181,1.4913918101,2.932982052,109.5322590128
b0487,107.9571168522,107.7567313299,106.8755870788,97.7145809408,120.5706650829,88.4318941941,99.1801668256,63.5254340622,92.4028764406,81.8754236878,108.0857535105,89.7441732198,80.7481204768,56.7802308601,93.2820444694,92.2162007077
b3247,44.7288545908,42.9420738478,32.5467938662,40.6640557866,20.0866682614,1.4186166892,19.1456541153,5.4598167885,11.1009598638,19.5562218459,23.7804445571,18.3269371131,21.1461331747,11.1151723983,4.6330100336,10.1798413966
b3724,15.8668758665,13.6877035821,9.8626868332,8.242925157,0.719407647,0.4778388343,2.4348980304,2.2215525423,2.8689489437,10.1871868919,23.3186426876,13.7073747792,6.768512232,4.137201679,1.1331056571,0.4120510457
b0483,273.0937884264,239.3115527097,215.4075658924,196.2481163133,263.8469134409,160.0684145184,147.384354262,108.1038107547,132.6962532996,119.8150794121,310.8244465452,134.9791290017,127.4588094985,140.2446263895,155.0175804203,197.4337431244
b1299,66.1438921178,45.6144751094,41.5448588137,66.4437802805,114.3421886926,96.0688086964,104.8011982813,30.7056823162,34.3240962312,28.7289059204,99.7705464623,53.3628271747,45.1226583233,102.1084164627,210.1615185857,174.828278516
b3555,3.8896093383,1.6705406018,14.3506580553,9.5974311987,4.7258330414,0.7445041969,1.6217446401,0.1250745012,0.9217882918,5.6656832559,7.5771227606,2.4636966876,1.4250935821,0.3969592809,2.3399074781,0
b3882,6.083798142,0.3268953736,0.4013710363,1.0161452106,1.0539454385,0.6985770144,4.8981078641,0.6835934225,2.4874705293,14.3609913264,3.7935077041,0.7648690645,2.1756739036,2.9054138468,1.4809182196,3.6867962021
b4191,55.7772546763,51.6953104211,44.8631327686,52.5668205129,60.691207482,75.8904901438,80.5587571785,56.5134370613,47.783992507,34.0186756557,78.8153640325,40.0018435186,37.2109803197,35.647092174,55.4046199376,72.2518232595
b1841,296.2344356285,2151.3531463059,1835.8606887808,90.9122719764,88.837047145,332.3456281065,67.0085408552,98.2331248905,105.7524818225,81.3831473026,814.4635699635,172.9962530683,180.092290392,202.1595826621,65.3791805863,12.9715819395
b0287,32.7077048381,18.667099536,63.450324531,8.7414469526,28.5294764549,1.4209477324,1.8131197477,0.5073232775,0.3237459837,4.2024229205,6.2126539398,8.1662579367,3.1414659768,12.1285484931,9.8179898651,142.0202709688
b4002,44.4875798149,35.9455087884,19.893121349,65.8924376386,54.5515669209,15.2573117946,6.9147378797,4.7341419452,6.9324100147,15.4354241245,110.7591188102,33.8185921636,24.6631252887,25.8760824845,22.3360180656,35.8962854666
b3725,67.3314459968,31.9883977161,54.9576031488,68.4922178697,2.3734484296,7.9242238801,27.0632998823,22.0337237787,31.1694504122,50.3669685127,63.5179438025,39.0138005445,45.1546538885,20.3162614278,3.885988015,4.5143722223
b2992,110.4207456477,31.5483169475,27.7415869826,76.1093412673,67.9667622538,25.0435836418,49.3206826628,21.8829297934,13.1435416914,37.3655067206,59.6115742028,27.3768661868,58.841772747,31.6984794855,7.2914504579,103.8540617221
b0410,264.5297684514,194.7857737016,212.5489842627,258.711469042,360.4880095271,261.9594562025,488.8883489861,150.0860756905,275.7203804696,325.2625807333,309.7516248704,271.1285221447,276.8692217307,216.0213059064,357.1946896068,556.2232699299
b0456,75.2964716045,50.4385808826,82.5394647334,130.2742437956,97.9681817456,53.35904103,42.2910822778,55.6294340614,27.9293999498,35.9133578119,165.8227518795,68.9590516552,16.3109054685,26.0047776156,15.4038313802,20.5601325292
b0579,176.6327969531,46.9965671852,58.9529935661,72.1885979678,78.4973395061,56.0237011419,48.4432765769,25.3681318626,47.3228198515,51.5335909422,48.4529897568,55.7642960558,32.7180133529,15.3932969057,3.263472039,15.0711891257
b0790,55.2657051235,36.197997373,50.6022616826,35.5245219909,6.4597207528,2.7567250632,12.9829801813,15.239849189,27.9567608679,40.1159958862,38.0197730745,0.3753490779,25.2444179199,28.9126788047,1.9708769533,7.3918013613
b0969,481.6224390819,390.8351380508,407.4265869678,410.3374510492,418.7596002816,269.598205719,448.3468312066,242.3641355531,345.8649659785,387.0704919885,569.2574791133,446.1544402788,410.1743263823,331.5088084305,366.9532985669,404.6511468314
b1063,32.6532614608,66.6354397552,43.8226830254,49.0767500095,2.1133279613,0.5645919133,1.0027189234,8.5744768194,9.5587063061,78.3541417015,38.7506003106,0.8389347784,30.7358578376,3.6384866495,10.0932891074,6.8907904389
b1112,278.8768643215,351.3653980073,265.6329657518,257.6504381697,423.6153382798,9.4900129793,127.9599071573,40.7939583208,77.9896849774,33.2958897042,175.7476677015,59.6107189898,71.8882381236,15.441422867,14.8675155142,11.3705710755
b2800,0.6231029088,3.1373582322,0,1.1306283344,0.100776801,0.920219416,0.2756014638,3.9385115058,0.3192441352,29.240120516,0.8245093599,21.1295992703,7.4757133376,1.1741507876,0.9522807281,6.6874355106
