bnumber,glucose_heinmann,NaCl_50mM_heinmann,pH6_heinmann,42Cdeg_henimann,anaerobic_heinmann,Chemostat_heinmann_012,Chemostat_heinmann_05,galactose_heinmann,acetate_heinmann,glycerol_heinmann,glucosamine_heinmann,fumarate_heinmann,succinate_heinmann,pyruvate_heinmann,Chemostat_heinmann_02,Chemostat_heinmann_035
b0585,5.8515165539,1.1667557763,1.2622312324,8.7921095553,0.1084297574,0.0514776618,0.8885380478,0.8936834865,0.5401092328,4.5269545795,5.0980433701,7.2412575792,3.891645246,4.5161325069,26.553005755,15.295846778
b1763,4.1264391804,0.7566899505,0.8387054888,1.8262028214,2.9571885458,0.3588519098,1.1825909164,0.5167997375,0.4376143309,0.6266991313,3.0731644172,1.479815106,1.9896778474,1.0462404209,2.8322791405,6.1444227175
b0596,89.2467246838,76.4497465024,39.2433827259,71.8794214763,52.1429766189,19.4911495596,34.4442925746,14.4904718897,30.3323486511,35.0973574228,68.4187261265,43.3266026899,70.2325291773,47.3014872613,24.1645993706,35.5969724831
b0598,4.3132761614,0.1911334329,0.0583996748,12.9236637419,2.1855911984,1.6597534216,3.5806339974,3.3970957429,0.797120846,23.8975876563,6.6589968644,9.7152747244,4.2657548161,7.0633682843,1.573586762,6.885505581
b4092,51.0589407336,0.9370439185,13.050293261,1.7086031007,1.0104959671,6.8679997381,4.9364059604,17.0724113978,7.519647007,8.5602862035,11.6157946537,28.4920777322,9.9517390374,1.969575265,11.4868440594,19.4928100387
b2264,1.5436327445,1.4543494587,1.2895466582,6.3544172641,1.1671514783,0.4289266867,1.0481273051,0.1882618667,0.7067932244,1.3809106317,0.839123337,1.8915078972,0.5615143733,1.7249726825,16.9619090815,0.4947850958
b3846,5.345376431,4.7009586114,6.5609434981,8.7131538759,9.7626788077,15.3569367603,17.2852901405,14.3912778092,18.1141093504,8.2713123565,19.3113266746,28.3189372176,26.8074967783,23.1968301617,26.5952030582,25.2578691246
b1259,0.9067715365,0.1636786322,4.3908301346,12.2645109705,0.1692834435,0.5841461628,2.1040685481,4.3342688808,1.5755698145,1.0048212035,1.4972955378,0.7503570297,1.0070103118,76.3908641555,2.9623962618,36.5230591336
b1768,128.2685237214,116.04223218,125.5104172629,105.1378341159,100.5230059586,102.4212934659,137.0409637853,70.7573602803,102.6573125122,80.6687278651,112.2760756545,67.1842379829,104.5129941559,79.7832199791,91.3348537186,72.5445031689
b1343,9.6978813081,2.8751158814,8.2513224415,11.6501883484,1.7594403892,0.2438951627,0.7831983042,0.285169001,0.5805068076,2.6720777074,1.2827792976,2.2413560352,2.6394770904,1.1835727763,2.223713991,0.4884448714
b0923,288.5077541431,223.8972524606,263.6278021987,288.9200753206,221.2113227857,106.7625230496,202.3874396198,146.9775203485,167.6994391455,243.1580704938,277.634310698,268.2359082923,217.251623516,156.6332611686,142.0058569447,176.3445258433
b0030,68.3515596972,54.0501142204,23.1461707125,57.2872390809,15.1213226661,149.1577900689,241.2873037672,146.5873662906,177.5079675162,168.0386748443,156.6793264218,295.9046083545,255.6216421346,139.7496612268,141.3139941877,147.5737326763
b3126,31.2225657415,52.247051542,17.1716537088,15.1680713265,4.0573845067,53.0239816776,45.7552333255,21.0045680134,23.6401654649,33.7843844372,22.471081685,45.1891606619,31.1384132795,27.4615587457,26.2411175834,132.7015315142
b2209,380.9666390239,467.0975712347,303.9809741409,291.8133463937,729.4582646276,879.4589617972,1006.9325182556,192.3762817398,320.4100456193,217.1813988809,611.6569767483,260.5934120129,293.6250342806,441.2868101095,1180.3283864692,1194.3928845614
b1055,92.208732792,77.3183501392,29.7044057702,53.8061463042,9.2710676668,2.3012370057,15.4490249552,5.7472146252,9.7485041232,29.3531262058,64.9581150786,33.2976458325,35.3600099047,25.1646858354,3.375447662,3.7970741447
b3652,3.3068554454,1.9854483632,1.2412109924,1.9695476332,0.1531498956,0.0159942641,0.1949937168,0.2442015218,0.3732020823,15.5807478164,2.1149507768,1.0420810976,2.7091116233,0.3138753353,0.0076441177,0.051028998
b2906,31.156549543,30.8956002508,26.0698240696,29.9773148855,4.3263377121,2.6372985595,12.2880254222,8.4579445952,12.3794504647,17.9418349045,23.4112584715,21.9070087882,20.406656045,13.7130360715,6.5124308134,10.396940942
b4169,134.4181749625,97.2525147214,101.7387546607,133.8897302838,136.0512934313,129.0507503276,76.6341564037,46.9878383139,74.6991236952,80.366596824,97.7172423811,77.6145074753,74.8746863572,57.808079476,86.6366657521,61.5553698992
b4039,97.6684889425,79.6702118474,108.7264815231,95.9704709356,73.267657973,97.2249145355,132.8966300769,65.5458159656,67.6775252883,113.7841203093,132.9686295751,131.5240056913,104.5460613356,64.2846402827,119.1213633203,131.2296348726
b1090,14.3290299268,10.0196290254,7.5208023073,15.402397624,1.4885299053,2.9595330278,1.9189273914,1.6469089426,1.5604123951,12.5623793538,8.0853254179,3.0626168045,3.2853243143,2.6787449416,0.6323497125,2.7268352444
b0167,10.6629695485,0.8423915998,5.5169086659,4.6715489009,6.8343094878,3.5574662964,12.8804275105,2.5587452629,6.2977966092,11.5413967605,29.8211335027,1.01979364,24.1934708743,19.3722022398,17.3962812586,6.6184631408
b2516,7.8177447003,5.6551881809,7.6850747979,9.2380379997,22.5129022465,3.3284349739,7.7076941871,3.160611368,4.7879112099,17.6510224928,23.2640897481,20.1701393384,6.3060095143,19.8240869655,6.0174659742,40.651974351
b3790,28.9816857198,1.9172224039,4.094745348,4.7212206389,2.624655088,3.4941546723,9.3969190934,1.046772508,5.1738494498,10.0964594525,12.9166062033,19.1914460644,5.8327550054,4.0548504392,1.6392085303,4.7991975623
b4483,10.2878790195,2.754539846,1.798044885,10.3576204739,11.0031929767,3.864732674,5.82212439,5.5845302859,7.9124434232,11.2476800301,13.2246265406,22.5253430545,8.5361646399,12.9132043063,17.8750999919,20.9946546646
b3997,167.6663540325,109.3911793436,164.7760078684,144.2993808551,24.7531759481,8.3095061276,37.1757649316,45.404534312,38.577765803,113.6883077219,55.6636514174,110.4229917102,76.4989451,14.7391347796,4.8070619239,15.2798747285
b0784,804.0618521566,683.2560246921,956.0242310711,778.9658920976,674.531956545,309.4912169259,434.84902908,415.648581097,531.5636069391,615.3585332331,859.5076681355,578.8677575993,575.887238237,514.7626523368,328.6044124019,305.8720718129
b0199,411.4949721009,340.816739099,196.4721559758,318.2919786091,99.9833002006,34.4135737769,100.9418237568,60.5632825973,48.7596317759,182.8597115776,293.9728746459,170.8836722881,146.8889514091,67.4871637075,34.9300609488,41.267022034
b0134,109.7010705311,77.9737082209,87.0515299179,85.5360013936,54.2405914732,32.5852257516,106.6522171893,103.5161479191,99.4098506533,98.8298727484,231.1561599745,114.5145255457,95.7769541223,79.6443380498,30.8944383653,19.9520144671
b0760,9.5162773303,18.5788218251,6.8389801569,20.8099593222,1.786567771,11.652849063,6.3323005095,16.3137864367,5.0848451265,15.7408580974,7.087559838,1.8722599697,8.2089793181,2.9121872049,0,43.4891326931
b1928,236.2299419583,137.2583834744,161.249210705,211.6637705275,233.5560263854,170.6610278554,163.4346184939,106.1020618895,151.5045307421,120.7574601545,168.6335044739,83.4124862166,136.4593404567,136.8726798545,101.8571784297,151.4041347194
b4479,102.6234490532,76.2780133427,65.7627294887,91.5313139014,79.1905730062,96.737347811,97.7524799834,55.3006664641,58.8434003162,72.2400295236,83.6133223128,81.5045776749,72.5904396902,58.2379983175,89.6154159998,70.4909416244
b3715,21.357417311,24.0199298549,23.9772974019,32.8224454581,21.2224056155,2.2017015218,12.7475340409,2.4644151523,3.9292736068,7.0663898745,13.0955424371,1.3190370531,12.2541468593,7.0642998113,0,7.0880379855
b1019,10.4460180422,0.7675159044,11.976821358,0.8046880163,7.5029230806,0.1603892662,2.1252964237,0.489327671,0.3407945746,1.0176294075,1.4101040682,5.4957702782,0.6403404073,1.2550569844,7.6079780853,0.0071384807
b0333,1.1992475657,1.5795796448,2.3252055938,5.5484184082,2.3464812225,4.9614129124,1.4107348601,35.5974418008,1.0296614756,1.2216041416,2.5113777296,23.7186607488,1.1085617905,0.9622294997,6.7226845851,5.1550942666
b4316,58.4692406739,57.2073741497,31.7318134078,77.1321799738,120.697873661,37.2759345195,49.4166918409,7.6009223953,14.9672865986,23.7741871743,38.6806360766,4.070455833,8.0884859237,23.904513763,44.0433363345,43.5661642009
b4167,111.3873768573,102.2855530529,131.4411568967,107.560769229,44.3264843782,52.5819075029,61.0891770255,89.7706069738,93.2102557478,73.0683474257,69.7992793011,76.4427359372,67.5263502218,88.8592381194,45.2399175804,19.9519206313
b1271,126.6006763845,98.0207475065,113.0594104592,95.6634704545,62.149318734,54.0606638159,84.3764178134,48.0795638088,55.7871100566,72.01857922,88.2569944478,56.6015106967,57.6672746004,54.7281733046,69.644425891,75.19198074
b3873,12.2304041338,26.9398958542,93.1377643421,113.4272060155,39.0200061732,5.3032624465,12.812513563,6.0913948642,7.7623027932,14.6421473655,13.0599048084,11.5718180484,12.2272364956,10.4739774471,8.0926417957,60.1098034397
b3920,46.2638510318,51.3155120797,51.7198866994,55.1002307896,55.155588683,51.6477643064,62.8071066298,25.644616712,31.8103606287,23.2046605274,42.1337902026,19.8617555038,15.8470532058,24.2072783889,37.9335959839,43.3927214896
b3894,12.4500311922,9.2069911564,13.4847253867,14.1139940452,7.5871782803,4.9081531671,7.5731958893,4.2610053318,4.6829844537,6.1773292241,11.3887510423,8.0659689034,8.2563329529,5.6572456471,4.4775244345,6.791153783
b3895,21.6471466124,3.6744888828,50.8043880657,32.1962482135,16.8484642565,6.2874247777,14.3096521308,15.3009987836,13.0800157744,28.4069045995,14.4730500785,42.243579577,7.7362320519,1.0876742428,4.7083168726,0.8805939531
b2124,37.6040975526,24.7673194741,25.56249102,36.6074261667,12.7851006143,3.9450258696,23.8023551424,14.583009706,22.4541300813,26.2641288877,37.2397821038,27.2513561066,22.8849342112,8.7111004807,10.0950436622,18.26616667
b2593,88.4966048417,68.0029222244,86.0197860087,99.4415847033,93.7302981645,108.1125253483,83.7255872937,72.8821756947,95.8952892563,65.9389904063,88.4044151091,67.5634755997,78.072390202,77.3706300199,110.7152325136,99.7184779839
b2186,123.9219269279,94.4077957933,63.6575302421,89.7439206678,23.4335830475,4.9453980076,22.8666682182,16.016267717,13.1395602894,68.4434585936,72.6486103986,65.7848484044,37.6841965613,25.6975583402,17.8785649282,26.2131487698
b2435,26.7695367548,27.1030608692,21.434776515,33.4067947797,24.4140347383,24.5347557764,27.860080465,10.8751248324,12.4583361897,13.5496340998,19.6483188036,24.5765395058,16.6519760272,14.7276713531,27.3003545136,33.4844274781
b2289,56.5012026703,27.8045518353,27.692599383,56.7575237986,46.8539832718,75.1100892289,100.4685562568,45.9490116607,39.5162088572,62.2180728333,67.4597907038,81.3069246655,56.0745514359,61.5069499049,92.2276753123,92.0672976398
b2467,193.4798034687,209.1281157226,253.4119866931,198.6140367843,141.1310372104,67.0725403569,128.5883181575,89.7645773377,108.6438023277,163.2651280114,208.8379090697,178.6514671497,150.0575115823,95.2427471368,72.6982589031,79.2239109495
b2676,71.9189061705,32.3082980091,33.351751409,43.0836228806,17.3159979059,13.6648457833,29.3230653629,31.9045393778,40.0224012489,23.5842906541,87.1206611968,1.5277978335,15.7656637105,20.4047546859,5.0968815563,25.9639525712
b2993,59.6592545226,9.8835739405,79.0373196103,81.1782371292,74.5095368787,35.2046844897,92.4427255177,13.3667941732,15.2446345474,19.9717568526,31.5248858773,34.5179693226,35.889888442,24.3763935004,337.585201287,151.106125894
b3540,187.810423617,203.7026497701,194.0804455693,193.783165667,159.2391500801,69.0342311186,173.342629936,74.85045015,128.9833804776,182.3174354257,198.9989622716,209.3333067791,177.3727274686,142.4798417025,95.8497169945,101.8845406993
b2259,352.9941946259,267.7578918437,301.2614198523,568.7782599825,412.9084406829,506.0852322678,339.8552321167,193.0289530728,351.1661013307,279.085077176,261.4300067694,550.869631169,317.2572087467,235.220112658,211.8204480431,655.6520719435
b3552,7.0736022656,6.2763604127,7.0904961561,18.044082944,8.895781845,1.9358722551,2.5595689954,0.3488914612,0.4348102066,14.082756273,2.6535193886,6.4917638829,1.7770521665,9.9199804356,7.5987688685,1.8402315682
b3613,23.2428119156,18.4227493582,15.2264010357,19.4132154353,37.3194138388,52.836751864,31.8769411801,14.1142193822,18.1051262007,12.6957015196,22.4410030497,12.2961513474,23.3866993022,20.406521769,41.236407239,38.7199050254
b2561,44.0907708015,8.1005463085,32.5482308326,89.2411053527,16.549732031,4.7260491241,22.5423222158,20.2176965503,29.3480966635,11.3648684596,48.3022040522,46.3507432279,36.3433791651,13.4354682494,35.0047082949,29.2390612195
b1580,0.9778317081,5.8235165502,3.7536243218,0.714611986,0.2966488625,4.0987979471,0.4458326919,2.0977431355,0.4586258689,8.8807314033,2.9206540206,0.88580062,0.8892328497,15.1730857594,8.9147211088,0.1295363973
b0995,0.982196422,0.1739481196,1.7998101059,3.8619711717,0.081574716,2.2273220359,0.677297072,0.4238544779,1.1363434202,0.2569328499,6.8336554533,1.9050633437,6.5179731831,5.1733386426,0,1.9841934015
b4256,45.7710407283,35.9645416674,74.9881252253,68.0717828098,62.5783133004,62.5835149268,71.7247625046,60.3523611479,62.324799838,55.9961497358,65.4124093306,37.8765755879,36.9542988186,34.3925881372,54.1137812544,65.3111812842
b4295,87.4064664195,60.966676248,66.1619723948,74.3293537453,21.5937462088,11.3323035565,45.1244578939,23.4806597524,22.1172602964,46.4968095605,55.1068638423,40.4433103911,44.7610786004,24.1903055607,6.835804166,8.8817168587
b4303,76.7223276364,10.7044883892,4.9638341621,10.8779422218,13.3299572077,48.676254212,2.1489110538,1.8928357046,1.1813610721,4.1596608235,7.662742944,4.2354066988,1.8486218056,2.9365832221,5.118353921,7.0770777934
b4359,2.1168951263,0.3258991924,0.1439607529,1.0635481632,0.1018162159,4.9286698038,2.3095009378,0.7618889701,2.1199370645,0.6078829262,4.7000283635,2.395428027,1.6091824194,4.6870508987,10.3052606162,3.9648657359
b0192,30.5944719111,30.66556958,34.2982268435,38.1884883523,59.5733703859,13.3860102141,15.5250978877,13.672245606,15.4708059965,18.0113286504,15.953317602,22.2040496877,9.8818435945,31.6355665419,85.2420719889,29.735534573
b2701,224.9489401093,175.680242995,199.0003425405,232.3910955516,191.2003016863,138.5935752605,152.240965121,138.5535789887,148.7885429568,134.1359693534,254.8222913163,118.0587669129,129.5167262883,165.8880231685,134.1554565327,117.4197783225
b0651,49.5423897135,20.3548739392,25.4933344785,37.018215893,20.0505540515,7.6492185774,45.1635261025,15.9420032662,22.1579068933,35.7425367406,48.5513939736,44.9848826338,44.0468883097,22.7113072355,8.9504745542,16.6233005567
b0901,44.9547287668,8.6150985486,2.3309022504,2.4145457512,0.4227256958,0.3575783706,3.6378857165,6.3998266418,10.172068868,28.3561544359,24.4759783184,35.5458776148,2.0619731958,0.2780329214,0.021915321,0
b3353,18.4107426305,8.0269373779,2.7307814772,14.6055948064,3.8556251994,0.3440805624,4.0099728826,1.5040892181,3.1806901345,7.8668195736,16.3909980565,5.7418110166,4.656032194,3.4503952912,0.2213532744,1.9169803287
b3343,184.0413520292,149.9036759785,199.4607152421,178.7736558996,188.8795715494,130.1811850637,151.7702881443,92.3810942234,122.370059399,94.5091567088,181.3276124877,106.0367576803,119.7809173221,134.8874827639,172.0682764014,180.72684153
b1853,57.5488470283,41.9866674041,38.2483998101,43.0794240237,24.8699129688,65.1538382644,115.2238813502,53.1514335261,61.8915699181,96.2680576322,94.4834237548,92.7129050233,74.9057283373,75.9742445455,70.1670276527,72.6773228943
b0412,191.6263895739,79.7439108622,59.1932345332,93.1556870668,32.8962104535,43.6023584178,109.1136027935,30.8223686927,90.4788995552,45.2797895834,180.7869145803,29.7228062609,16.0225155317,10.7013419627,3.914682823,31.9059609203
b0714,21.7997011291,6.5985737382,12.157142863,15.0022434522,10.8374166059,1.1671996942,6.8276676143,2.2206150339,6.3776822568,9.0034079274,17.0767352619,10.6088347706,10.6547121092,4.9861603742,7.0328885335,9.2157096411
b0352,73.2624272412,55.351818193,51.2557772845,77.9296677281,36.0659504289,22.9628536081,29.9711363659,34.2015108962,44.7594050773,57.0480483472,62.4197202631,29.4005834959,40.6293391321,72.3127349307,12.0449661305,128.5707246902
b0354,255.0686850961,228.6370412853,236.4132413398,259.4454770065,384.4665058003,166.4102243913,278.1794139746,104.7101031658,209.9653555404,203.6455652175,251.4326191941,195.50163077,213.8443786883,241.3395962842,235.5930753772,252.655205357
b0355,51.9620442428,56.049621515,54.4105144966,59.8188838113,9.615613708,11.5179403029,16.7534224903,17.7745356801,39.5124392656,44.3868787954,43.6397862849,26.1731265106,31.5823670784,9.8094943616,7.3798008136,10.1909108834
b2902,17.7334042618,26.2399930331,26.0263583723,2.8159052682,0.7326584703,3.4354223073,10.9463505956,3.7779171353,11.1857926614,12.2129563358,7.5849591703,4.8609150724,8.5920951932,4.0208507496,10.3715428743,2.7582533591
b2955,7.1466325103,0.755570187,1.9433987953,14.3111040599,2.4171924904,1.3375436339,7.9410839492,3.8392299236,0.1248677896,42.894336278,13.296959145,13.9007364569,11.6259603382,9.2900246094,0.8742260095,3.9768781407
b0188,7.9088417256,8.0126894639,10.1660829005,7.0336866562,6.5420816976,0.7753045283,3.2753930718,1.5274812765,2.1622732072,7.3085603406,10.2004541266,2.9551175049,5.7299870611,14.2217614652,5.075608481,1.9378565652
b2618,100.4798370111,95.9465263788,93.3919417121,85.2005328172,90.193778577,32.3993008291,84.2188741836,31.3053280269,46.0831140736,48.7360430365,57.4211127504,43.448771028,45.7016925457,64.2263366385,29.0790768483,85.2892333382
b0732,2.0166142277,0.2677907851,0.3434494306,1.1523344478,0.3542784902,2.2635140458,2.4291168528,0.7976399589,0.9800457158,0.426530084,2.6129897937,3.6528973528,2.2210699564,69.424556242,14.2241328644,32.9531826277
b0922,24.9242675999,14.9452837649,15.1140180496,24.2518265793,2.7576943832,0.7803777064,3.7768141717,4.0918983415,6.3630209165,19.966366206,12.5293982513,14.5484586291,7.4790664153,2.8534440943,1.6865120445,1.3377954745
b0174,31.399949649,17.3437860102,22.4438303367,12.4042014688,2.757381786,4.3030620501,12.2115181241,4.5475743999,10.5371793422,26.0209593592,26.444911146,5.5198589827,22.3874027802,11.0013048374,29.2641239835,21.2480310839
b3519,11.1427544329,7.9980480593,7.060917388,7.1715133703,0.6315476621,0.501542998,1.2889133448,1.7161143365,0.1290035873,4.6673029758,3.3281406965,4.4240165853,1.649572542,1.9799767927,0.2124355101,2.9260366616
b1787,362.1750226276,304.9455530546,326.809338596,317.159307645,429.7450709653,209.7682750603,330.2474506165,118.6709431788,211.7498907118,188.1852918368,266.2415080541,206.4082262881,207.3316171662,184.6687781102,251.0661497822,268.2423339652
b2998,0.7332486198,4.4846884983,1.2020881408,2.2300784729,13.4019473742,1.5793454749,16.3335777071,0.2832893027,0.0247354792,1.8947288913,0.2146450354,0.3743249284,0.1931785573,0.1241696356,13.6517549383,19.6325204981
b3150,160.0604650305,92.2755391793,123.5195277141,149.9668257514,167.2831916904,216.0873115757,190.3825925193,124.1698086689,154.9457083073,82.9757959679,143.0385919892,83.0520571143,127.8684447947,142.5073082112,157.3524355417,167.4075586484
b3157,5.803490095,2.0629794592,2.5428647939,9.4147659411,9.5399450317,2.1721059748,3.3594812602,11.6328045052,2.7349665287,32.9165965611,16.5246320046,5.5173624901,5.0269888571,0.5169487988,7.4916267674,0.3470826876
b3191,470.414097197,333.3115469121,406.1305926908,415.0628959956,421.5473282982,266.1976306235,369.9437525905,261.2275922141,311.8823373503,330.0368122399,454.5272755681,394.5334641718,342.6621129736,261.6468862047,321.08170468,341.9068260917
b3232,17.5490369342,2.1798256929,2.5876295454,5.8309580891,1.1927852807,1.4219417324,1.693654403,4.9122743879,3.7555304209,49.888573852,3.7191269524,16.4062183453,3.4878955274,3.2768483467,8.6039579322,106.192205166
b3399,61.5938571467,18.2219819935,17.1607545717,33.600471599,27.6299747641,16.0114191371,24.7866018719,20.1109887669,14.9293678809,43.2128627677,66.5966890161,72.6621720792,35.0524708067,28.4675758383,10.87571196,113.4546232485
b1811,84.2079148143,53.9697347106,174.1267530801,72.4087144855,176.6704248195,38.512882487,72.4703712449,33.4747843494,62.3118402519,89.4603746332,69.494829441,101.3792351391,68.4239619311,46.9185496248,290.3083140534,76.6438803718
b3354,187.1410635345,61.469814341,74.1675849859,71.9215677164,92.4076492433,24.9627560874,43.8413412221,39.8943545162,78.040420567,68.1435143583,74.3960464844,119.3294894902,56.4129367221,43.4330772741,68.1942947324,92.2414220827
b1874,89.1441018771,80.8454316306,86.4941069616,82.4917133182,105.9198235864,65.0121047952,81.3653714739,44.1291895066,57.5104648091,51.5379853594,79.3052289901,64.0653042146,57.9850953089,59.1599328133,82.1026466616,76.1565946849
b2079,155.9815031284,126.7004637603,144.4776216593,149.9616163717,136.4574717709,68.3678742511,94.0253473903,75.6044955309,87.1019342471,90.9220973106,122.5974918996,84.0428441198,81.5519925686,68.9427220294,78.9278552717,73.6275941032
b2017,53.4957389845,13.0674343822,47.3716455131,25.3520126087,9.8856370535,28.2195269424,39.9311350203,27.2468042855,44.0914680088,24.6038945432,66.0385076414,68.9656221275,68.0570147276,35.5996210776,48.791741719,80.2406103249
b0196,340.1515422434,242.231151528,331.7535768479,365.4636006471,213.6028365328,420.240487774,338.898942223,185.3484960288,211.9988783699,151.5736533395,240.5435626483,99.7145382878,194.2964070017,252.3661653773,229.2873732109,270.459750767
b3836,83.9111088994,94.7290713321,119.1210125129,94.7341646971,73.8563341652,13.2397580044,51.1213128276,32.4789625879,13.0930804885,86.3035249641,123.7969962036,2.2365935221,10.2816208745,20.0096554665,35.4828048428,22.1295251419
b4137,427.8124863724,299.3349265101,463.2595736957,371.6180598638,395.5042271273,420.6890078034,388.4752102703,331.9164504405,359.330685537,361.4609819067,336.9762157284,303.3012818278,289.3985433564,367.8042772844,379.1388393398,242.6915341201
b1738,285.4624909665,217.862379582,268.2438266069,255.8102087312,393.4940066303,758.1429843603,624.4786559577,403.558493841,648.008904332,404.5691332976,389.8943854352,468.562744044,440.7341215483,448.2022738419,887.6594092557,947.3550925265
b2496,10.6486045726,6.6619263639,2.271644703,28.9127397337,0.753216326,4.1798864148,1.1693640093,7.4697624551,4.7006446303,12.462613417,15.6971151156,22.0700476348,13.5601100431,15.3035470929,14.743027827,17.542080049
b0268,22.4271482378,29.5537715317,23.4773422808,32.2751754832,10.649173517,61.8128296384,94.2436528405,72.0940128854,93.8526713262,105.613986678,89.2664261916,122.1958949559,108.9035236696,76.6173524831,104.976400892,113.5544829877
b0662,100.3412626799,93.2066293357,102.009673558,100.9802309492,3.978042899,7.4303607462,12.5282396231,20.5958433036,36.340686359,93.8690761854,48.7057423221,60.2213407163,51.1298800565,25.5825850541,10.0640448581,10.8427825361
b0780,32.5545796332,33.4837197494,31.1433374876,33.1764385676,11.3312017774,9.9842599611,28.027810949,12.5836593706,10.2397662068,23.1836091407,40.2351906815,36.5773044406,32.9311092046,15.5589422713,1.5217273418,42.8341934857
b0837,86.6756789444,81.9918238632,82.004186955,85.0414414831,83.591383374,100.1330486947,90.9972725859,79.1406002374,106.3777662417,82.523234838,98.7670772525,66.1520859833,95.7963519124,63.6372220114,75.0467493365,52.2268699643
b0868,11.3254728947,1.0800072683,4.7671199071,15.6614368763,4.5148055384,15.6711793306,2.1528736033,5.661944128,8.4368394922,17.2736875861,20.3559934195,20.3146597081,9.3012354872,4.1112353863,16.3537236865,1.1575056434
b0967,185.184516602,99.2825482252,123.762847498,151.6893955972,45.7769310791,19.6385390043,55.2738094026,28.9791095861,38.2723650147,86.9589557178,109.3031947151,75.5523377736,72.0425404544,92.5200284491,19.5807544016,33.413369712
b1076,39.8693353035,1.7983077764,1.7643069809,6.4847485186,5.9508744541,4.4376565242,21.8042303784,9.7252079791,3.0230963302,38.7686431175,36.5800341304,62.6571919006,54.7829109709,19.705344671,5.2882339333,22.4057696169
b1162,5.1139272235,0.9981131981,1.6736324647,2.5358706439,0.3447944859,182.2152019209,96.9193009884,3.9164007881,2.3315081689,3.4118811213,5.9646725965,12.8946532298,4.2927762782,96.2045151832,51.2999128625,8.7968287313
b1246,10.6252977253,16.6732542598,8.5689385517,11.0311063513,6.6673470496,0.5128786747,1.7492486128,1.0650339081,1.6130448869,7.1117815873,7.032256578,19.2980278133,4.4064174237,140.4061423615,1.7583983573,15.2970295886
b1423,8.0152367084,7.5324123958,5.5541426642,5.4452917558,4.7584209994,30.9053744413,13.1126014038,26.6477198099,26.0068803536,21.7879529946,11.3272488744,26.4740753298,16.639318076,12.3243192265,21.6720429963,24.7536525053
b1448,258.6385848173,190.1372167898,275.0178019034,201.91682301,192.1815982526,105.4727041266,129.13733168,87.2683399184,141.2844642971,126.2251530446,237.8989047926,227.5315163489,173.5948813845,79.6567160912,147.4629664459,192.4246597566
b1462,10.7282108858,0.1526199102,7.2326503745,1.631032848,2.9514543294,6.0668772595,3.7381605369,5.1297711802,5.8566390915,6.2907789092,3.6691787954,16.1747654189,1.3364910566,18.7076052512,3.1572122227,17.1606635558
b1512,44.8924485562,5.9605558805,4.6590992336,10.3855983052,2.0305193397,10.1988918049,12.6021655135,8.3330838318,21.0124417635,8.4666769595,12.906846327,19.7151040313,13.2003688041,15.4185050471,4.4443815309,40.9555604964
b1519,266.7495466765,268.6761379706,276.2452906982,232.1164510402,168.3636487288,289.9338299637,224.2103919172,280.5039744632,333.3256278369,241.4278630646,285.0197561497,285.8428540549,229.9437777696,275.3412806954,290.0236903869,266.5362234357
b1586,1066.3127523456,1053.5456463421,803.1730287946,969.1148510273,851.4335303957,1717.1166069554,867.7757958867,894.2577370236,1440.2640526772,1153.416488377,1066.4865409453,1247.3831868789,944.0936554034,587.8042901532,1293.6419800701,1197.8294697024
b1598,14.7042050672,5.9043781919,7.3184108981,5.7504474202,17.3768154056,8.994744222,9.5753272567,3.8248940745,5.2246914987,10.552919692,12.1619780744,17.9486869128,18.9809859348,13.6161056567,59.9412989623,10.1858214948
b1969,9.7842316874,0.4891960337,0.9048436378,5.3733040843,1.002183404,2.241106621,13.0387278942,4.1938344845,5.2669453729,5.6231528773,23.3070436095,2.4967466836,15.7717342735,16.6007486499,15.8529982291,17.8391499517
b2340,403.8358333949,380.0758294182,410.27359723,364.7201169768,283.728083133,216.7848233884,346.6870799837,169.1749345011,277.7926006366,243.2908033882,291.9227751708,259.0940722962,281.9976730575,226.7243300485,224.0574290724,219.3616695473
b2510,252.2152632736,209.0466041598,226.5919665763,211.4325867842,298.4472537482,313.8671951662,242.0573323743,127.0104090127,197.182868304,40.4642939273,207.5972283207,150.6314300221,154.8223947208,96.5091193318,204.7451481543,189.7387282662
b2659,0.9920323935,2.0972490888,0.2484947409,0.3358627389,0.1780104301,9.980123506,69.103774132,38.8962557699,62.5713295525,66.9482805776,14.43820447,61.0536528646,40.5672653606,52.111447936,15.1519729035,27.2113329214
b2883,5.3742994718,3.1244597252,3.4155333592,2.9741379532,4.1161899526,2.0877791586,3.5754621406,3.4280689568,1.688066715,6.0858465992,4.6624178916,7.0027088062,2.4773497553,1.0190094242,2.1688213466,8.9258997966
b1636,119.9812425961,75.4074935051,119.0513697565,109.1316632242,87.5073881133,20.950359875,56.1693869041,31.2107762598,69.7570779653,44.2484929461,125.2753782744,72.9832529577,62.0072889335,50.3993186165,24.5039924596,34.7780656284
b0490,82.7310055227,81.4507912862,115.1203947931,88.135646273,103.3745966517,45.6443699603,108.1762688597,53.6087593924,84.7730796683,80.4290802449,119.3533473618,96.0471345103,94.3430363357,85.2319276739,78.2174417878,54.6248292062
b1624,81.2157735953,69.6769008346,89.1999790424,61.4228032529,41.0570289591,47.4782538439,45.2241963032,62.0138510756,75.7366617984,75.070909565,72.8776424602,62.4058360696,64.682056225,48.091061151,29.5785955986,33.6718125413
