bnumber,Chemostat u=0.21 (1),Chemostat u=0.31 (1),Chemostat u=0.41,Chemostat u=0.22,Chemostat u=0.26,Chemostat u=0.36,Chemostat u=0.46,Chemostat u=0.51
b2411,,,56.9398400737,,52.1914410788,59.3074094051,,56.0350270691
b2412,312.6261958871,301.1688834683,267.1110553277,343.8165665844,322.2908836057,269.4040015549,277.7661513083,267.3395497955
b2414,36892.7657105089,39866.2643226904,37322.6476489726,37815.6109557721,38748.8065360337,39460.4950762831,37175.9759947563,37041.5888533774
b2415,11822.6379281728,12367.9194809313,10513.7240191869,11642.6043334152,12499.9612757122,12981.5308569366,10161.8161098871,8695.5015786475
b2416,3534.0232154411,4039.5157192464,4584.6020417342,3531.4392363645,3604.0042864688,4444.1693299836,4835.5127358219,4549.624212517
b2417,25478.295178853,22333.9281502384,19923.6389144455,25699.8268227704,23850.4051312984,21787.2644546793,19849.1142008261,16784.0036005417
b2418,158.9054640956,169.3133303143,158.8432511395,136.8655086434,185.5882890634,172.5251296598,180.3051516488,177.7798233718
b2421,471.8702118816,615.1324899178,677.6712741203,519.5081608377,531.5383152647,663.2196344012,713.4340610409,709.0739658037
b2422,441.3497374328,603.3675601032,560.4029576578,437.0891348925,542.6404777959,618.0800720385,697.1517062268,672.2411409553
b2423,,,,,,,,
b2425,2030.5978447861,2201.2425554137,1790.3896382419,1858.5480888922,2136.0669155831,2008.756801484,1722.3456346678,1796.284997762
b2426,753.6642561211,666.4325459557,,772.3477427974,177.9061997061,681.6480932862,180.9356431148,231.1483377231
b2428,,,,,,,,
b2431,438.4078727295,398.6258318327,362.9397568864,437.7031530945,393.4721868689,363.3422768173,342.9670273792,343.2535556438
b2432,10.4669782697,8.4052797728,5.1834492951,10.2251039371,8.9808899826,11.3649223079,,5.0932182316
b2435,,,,,,,,
b2450,146.0895783396,142.1862471805,113.1495106121,135.4982274068,,,,95.7814071348
b2457,,,,,,,,
b2463,5386.4891198104,5088.4138834725,3673.1068968918,5628.2162596205,5589.0645944417,4341.5098399943,2999.8310748751,2124.162313794
b2464,1176.4551644242,965.2239962471,862.3741047606,1196.3121472804,976.7753256187,864.9238024033,714.6221352504,625.1208419664
b2465,929.7832741894,695.5292748484,717.2963073761,872.6041396329,755.5942016568,682.8972719214,617.8808253497,528.4641537252
b2471,60.0849807991,53.493623908,,,,,,
b2472,,36.4103147875,30.9890690808,40.5953379298,,29.7994670952,35.1967658172,38.663179839
b2474,,,,,,,,25.7099390829
b2475,,45.0136160907,40.9251580697,51.0561078586,43.3950979615,45.772112238,,38.3596452428
b2476,7109.2714039926,7095.3779426636,7136.1823166202,7327.5810902256,7409.4993461686,7226.4454119558,7197.9112657797,7601.2305064513
b2477,1292.943193282,1226.2279352944,1216.186635796,1209.3717764973,1197.3923289863,1208.5038383709,1293.2482989735,1316.1531671577
b2478,1118.921811136,1178.7808590173,1262.7500189582,1113.1319397805,1212.8112405102,1358.5478844843,1272.3756335384,1243.9765373035
b2479,,,,,,,,
b2480,3933.4233365877,4056.3320311491,4059.3251457818,4015.8746720791,4148.7794619758,4270.9443313244,3831.4394357676,4131.816502433
b2494,257.4333074884,193.5954862248,134.7327307123,230.84187789,203.7058180325,153.4513742635,148.5034879955,137.3078727764
b2495,740.7405783834,762.2336405609,661.8594101151,659.9961700121,867.7804903087,777.9887602948,686.5104921172,734.4456573729
b2497,,117.9614966864,,91.0660709447,,,120.5074844559,135.32594834
b2498,4985.1299255123,7240.8157792324,8497.7249738824,5023.4372953117,6386.2160875997,8038.6991413637,9172.8535844802,9900.2425017305
b2499,937.3090108784,1006.4549565552,1273.2778302759,861.3271207855,931.0196512764,1081.3296510422,1361.4847255366,1575.9244288133
b2500,,104.9648195421,91.9419038261,,95.6264169667,79.3941181081,111.2493154635,125.7207435999
b2501,37.2916163341,30.2379103743,26.3884366114,37.8778292265,29.9439111938,28.6808239932,32.1478915698,28.1703125952
b2502,,,,18.761398233,,,20.289666976,
b2507,1227.1651792224,1678.6209376529,1978.1572331601,1276.1341372079,1558.5765606189,1816.4400814132,2239.3506459431,2507.8491369856
b2508,2085.4314747948,2731.391616554,3193.9312956326,2038.1557131298,2536.0236220571,3080.9917019373,3582.1046139191,3934.3042333253
b2511,351.0795621644,336.4086755584,317.4116389226,334.2346949393,336.0295309799,318.5817356757,335.4868469575,324.3794942702
b2512,483.1286685343,512.4891959068,482.8616298782,480.9532722741,461.9753680377,465.9246129902,467.553167985,495.6214653838
b2513,662.0698073434,673.2844671742,671.4957424632,711.3805740433,591.9118936736,647.6383924105,727.5851403719,700.45534579
b2514,955.3939791773,868.8580511159,928.0768716589,848.6207200607,898.0602465891,888.1254912449,929.4733056204,879.4251908527
b2515,540.4478189486,538.3131989437,509.9363637349,511.3183239902,506.0973739682,534.9508251058,494.5577034829,491.4555930427
b2516,728.9169435874,683.6648142498,617.0554308471,793.0748370919,706.0949738568,654.8314433082,573.8069231567,534.4994951509
b2517,102.150705244,145.1150205755,172.691908695,,138.2757899808,157.6098328288,157.6475514336,158.6034422757
b2518,18957.8712755684,24221.5598514511,23955.385409856,20143.5672402219,21390.6699745131,26330.5674539699,20198.3845727702,15320.7888228251
b2520,,,,,,,,20.2398696371
b2521,462.7580122732,433.747099237,321.0721282909,522.252599129,448.3177091684,334.1606972545,303.7172290018,198.6137769488
b2522,,,,,,,,
b2523,2044.8418676761,2067.6907166595,1834.5923828043,2211.1456341087,2047.5422238341,1943.730694361,1657.6109442925,1528.9212471796
b2524,,,,,,,,
b2525,596.4790625991,617.3182562165,591.4059474953,634.4348121509,657.7649125605,623.9254619147,541.5142054933,619.4728172545
b2526,173.1346247226,175.9867725024,167.1379213721,146.7775363206,177.3233465932,174.2821242917,151.074420081,184.1811095643
b2527,95.5318683136,219.9642727579,252.1591058196,,,267.8868735385,238.0908893851,262.7065542713
b2528,721.0083867633,727.125257992,854.6547037963,786.9954382939,724.8061699582,736.8946518213,702.0214468657,829.1372700288
b2529,6804.3804279079,6586.4681839814,6150.8091259047,6942.1199880015,6120.9775207713,6207.7262395279,5591.1834681364,5123.7339134846
b2530,6648.1684606624,6676.4296316234,6045.4625467819,6679.1070894933,6597.0991418037,6044.0967353239,5617.5688403997,5263.0433973822
b2531,2154.8578719362,1774.7303472584,1650.9586821104,2145.8490638086,2000.5593241679,1809.8810692044,1337.8331206479,1446.4786688015
b2532,192.350825464,227.3785097971,223.5039941662,230.9957014756,207.3455369478,226.6084179911,279.746659981,275.5015073696
b2533,565.2614402412,766.1579000923,829.6470605022,517.7192998032,628.7351810838,756.3932636128,852.985611665,920.1477951664
b2551,8525.758042637,9146.4223499785,9239.5928454534,8553.9048906787,8931.6404297215,9063.6989621187,9795.8717156687,10483.7018046436
b2552,,,,,,,,
b2553,1878.2944172517,1933.4512511053,1872.4464750176,1874.4210725705,1904.1414811672,1844.5146910192,1807.5469090807,1894.4352107516
b2557,700.2624754474,733.6218107653,780.8501307912,679.149943683,745.1686959386,742.8252391357,878.5936620709,910.2192989935
b2564,691.8178443277,726.3221510343,602.8858113048,696.7682822673,689.139671739,677.0686508055,657.498441766,604.9700778472
b2567,396.7138294862,375.2693506094,411.5358057012,336.609703961,383.3274466464,399.7305693858,423.8704724173,432.6158458561
b2568,179.8542774931,185.6300853228,179.7539756213,177.6145996128,176.8294491476,185.5971903349,184.2257937258,173.4065685613
b2569,463.9941859398,471.7529348305,481.2173404,435.1280973521,524.6915327337,468.4464621055,473.7483179842,491.3202307073
b2571,,,,,,,,
b2572,,,,,,,,
b2573,,108.3179754732,109.4364290441,146.3799569706,105.1286137078,96.5409190952,83.753626818,90.0167716171
b2574,,,,,,,,
b2576,117.9797302359,136.5495794318,121.2249778999,117.6854718745,114.7912553172,121.1070210932,105.9452300844,112.6352199581
b2579,1710.8230776344,1329.3719991282,1683.6739352032,1662.3820772532,1265.3782035425,1281.8471070981,1325.768764435,1410.4557004424
b2580,114.9195101868,111.2799273165,112.851858213,209.0817536963,118.8527523997,107.8064441986,107.374915802,102.6205700486
b2581,374.8505910492,319.5281116065,273.3809687442,354.1956846416,328.2512321238,298.2509872423,279.8982985785,288.4143877809
b2582,189.404556972,182.7257945153,164.6583673635,183.1405734261,175.2817068126,306.8671614204,,135.3450036926
b2584,15.9482717772,,,,,,,
b2585,369.5089130404,320.7860102876,259.3509167196,386.6685459206,346.3980107405,278.2044771939,213.8442376982,212.7698823407
b2587,402.1740107126,309.6141537124,215.2358918909,309.5317664997,315.6283305425,212.9583474193,165.3773656886,145.818638717
b2592,1899.4372413784,1748.1833008545,1613.2762381536,2002.5519965868,1802.2303449538,1680.9964261473,1595.8487565985,1405.0478281977
b2593,,,,,,,,17.996280818
b2594,152.1865733081,180.3290112276,186.4708085401,336.9237004991,186.3418466648,198.9224559717,215.0573861578,209.1888618524
b2595,890.2356707925,956.353747884,1048.0065291685,911.3283171464,954.6230519319,994.9777738896,1088.7263165261,1103.3122345989
b2597,2331.1647511252,1658.7947336295,1318.5914790742,2455.2493799094,2180.6498517273,1645.3447914037,969.3422199789,1004.0566855397
b2599,3276.8858225355,2479.8258661446,1798.0435865201,3349.2734863713,2826.8747130156,1995.2435584058,1455.74209606,1303.2175522317
b2600,219.9879898852,242.4907325575,406.3682946057,223.6456500988,240.1669338914,310.6191010061,495.3095708053,547.7261592823
b2601,389.2720550051,421.4027708907,550.3086438844,385.9940260013,421.0159469457,395.2879753928,620.3370592392,736.9517947057
b2606,12720.7446642639,15524.5240991932,18521.9796120192,12471.7953972563,13724.7877937687,16657.0150170601,19649.4881580503,20575.3668118475
b2608,309.8800523373,378.5550669533,385.01116116,331.2856693883,319.2221082738,370.0883433112,349.6119512143,381.5144620594
b2609,18101.0252957325,21812.7938666369,25446.622693411,18484.5668152662,19309.0630390139,24268.3029042335,27071.2867881282,28123.9510988874
b2610,487.8444221438,501.3304368368,532.6372924772,499.1943172394,497.5039021898,536.0822126331,535.659911298,585.0470783315
b2614,3986.9152706793,4090.1256376954,3841.195273629,4130.2351182454,4112.0084028698,3898.7985072933,3892.3568679944,3963.4602126949
b2617,,,,,,,,
b2620,214.0289016221,225.8084726704,238.3900280574,208.1610710167,123.3524425905,112.3745478948,,490.4582495357
b2659,,,,,,,,
b2661,2087.4602840371,1764.658877794,1234.9950261811,1995.4059982828,1824.3611793196,1379.1906773205,947.9046795072,754.0525358714
b2662,1019.1866887427,1024.7037600705,698.4334972465,1231.1065398896,976.7983840349,838.8560617916,462.3920901595,351.032424522
b2665,13971.0792207411,8575.1507370855,6468.442453567,13563.7186471745,10201.5255708235,7004.1360390562,5178.3532266723,4056.6796929942
b2669,1707.8139932813,2273.7551324285,2756.3085804239,1824.6128357255,2172.7287206854,2584.5053676639,3863.3273668381,4465.2154302376
b2672,858.8697124824,634.8212430095,523.8310322816,696.5946073383,604.5587822199,,,339.9416544347
b2679,58.0974101211,79.0402556197,76.6143131428,60.0385436849,,77.1110351557,76.2507539989,72.8210349111
b2684,311.0596684008,585.9857951601,544.8548735669,293.2712209494,403.5486227445,519.8552815317,592.5056504771,701.4016335788
b2685,92.6706686623,61.3545866463,72.9638290358,51.6624896386,,70.2008241315,104.5332101087,99.3199833644
b2687,4234.0692101774,4073.9232360084,4145.0716701283,4112.5246267745,3780.0359377275,4051.3622466042,4157.6685109116,4390.9638982309
b2688,113.9342354722,111.8786895056,106.1386019385,104.3583202561,114.7860711517,109.1000386624,101.7707096164,111.1636281606
b2690,,,,,,,,
b2696,3391.9245924405,3168.9151627254,3417.1265811691,3534.2249164417,3177.2803251553,3388.5261924013,2908.0041866001,3044.3891827595
b2697,1206.0976493781,1269.1311106781,1232.1025246883,1190.4377270478,1227.2866131743,1233.9997310229,1307.5717497334,1405.6966385815
b2699,2187.0251954095,2158.3685486358,1973.8789591461,2243.3772407924,2231.0581079641,2161.39092885,1877.682160333,1793.5610727
b2700,,,,,,,,
b2708,,179.004491717,,184.4969912608,,110.0749728343,,
b2741,142.4695477541,118.9568626271,105.5599157878,148.9923852712,124.1006618536,106.7449753308,106.5333825715,101.8737834369
b2742,66.2636351518,61.0929734978,67.218953757,70.4297606866,,64.2158580935,,70.5966661324
b2743,,,,,,,,
b2745,56.5579287374,53.9587029881,,58.4946199457,,,,49.6399447724
b2746,1084.1031791874,869.5285598943,766.7646926938,1145.129665433,789.6267686055,903.1057374738,734.8446293273,801.8189948828
b2750,157.2918093365,250.0962996397,303.8604324293,156.0364402521,199.1910352719,257.5274706386,292.0211478443,332.4889348016
b2751,841.7860311285,1108.8090161943,1394.7139385553,842.7944399444,1000.714352347,1257.7914331227,1433.9479864027,1571.3876371286
b2752,819.2238982698,1105.3258979971,1376.8533975322,810.5636626381,965.8585047775,1206.5719330477,1553.5529510526,1659.9539078927
b2762,493.5920136648,581.8831327284,673.4924355025,525.4583746446,597.1911482962,639.6434438707,693.2028265254,758.719963676
b2763,1202.4832298529,1466.4616287073,1591.7199925931,1178.3546663227,1347.4666697748,1551.572711235,1743.6276989762,1779.0409432369
b2764,978.5814325037,1307.9841764893,1632.6050629923,975.2791796141,1158.8967567096,1455.3589584181,1851.9191537504,2049.6624967787
b2765,,,,,,,,69.1379756726
b2777,,,,17.9419483395,,,,
b2779,19486.2413313695,18792.8218439827,21184.0633817607,19814.4937293163,18565.1541079784,20522.6264510916,24105.9564556843,23748.8250271817
b2780,677.0977284423,873.6126869246,1055.730121003,684.7482094354,822.7191947865,971.6749988403,1160.2447567259,1249.5303085922
b2784,55.5034315974,54.1766320832,42.9145533666,62.2879837926,54.4077609058,49.5699089259,39.6580989065,39.4583681104
b2785,,,,16.7238861906,,,,
b2790,235.4240831923,196.860626142,150.9118304765,275.194766233,194.7565974892,240.0647269616,,
b2794,,110.5299631785,,,140.8611747522,,116.3024999977,105.2130347677
b2795,85.9159007156,69.8197340251,69.2584572548,83.7454510769,74.6092817422,69.4440501681,59.288858702,
b2796,,,,,,,,
b2797,,,,,,,,
b2799,94.7385629079,,,406.5947144774,138.5043673881,,,
b2804,,450.4506915477,386.9425065167,,480.0338649889,448.9530873817,325.5174966222,284.7284117704
b2809,4451.1392866962,2263.1300878187,1232.0455954603,4245.2564880865,3514.4543232472,1661.4521802594,860.9198362177,683.0884644905
b2811,77.8929654456,81.4363146373,76.0427268965,71.3970980145,73.4823905743,68.0476412524,51.7883792482,59.7319485494
b2813,,,,,,,,
b2817,,,,,,,,
b2818,,37.7864352459,41.3945947691,,,39.8245319107,37.2125286006,36.5812665781
b2821,,,,,,12.4403642558,,
b2827,151.6686469897,147.0692633289,162.3607961767,149.3151998727,140.7112115618,156.0351227617,144.3368848529,147.1564615856
b2829,,87.65438936,,,,80.6559698462,,
b2834,203.498441539,185.9553328861,186.82220078,216.0934102752,195.0809121669,163.6237042791,157.9890058937,163.5292447761
b2838,,148.7458824128,,,,,,
b2842,,,,,,,,
b2844,,,,,,,,
b2890,2660.9968376912,2960.8709250917,3098.4914274195,2745.8622207125,2839.5569775331,2935.9374962805,3335.2233812384,3404.104175101
b2891,1201.4927212791,1216.8691163857,1213.4597293185,1177.9337208241,1286.2753730402,1271.8487738129,1283.9872521709,1296.9096468896
b2893,179.9646769962,190.3082429229,185.9496690502,197.1390750239,196.6608554942,294.058551478,312.6853829877,246.6322351578
b2897,,,,231.3642554144,219.156606702,,,
b2898,1808.2496312292,1602.0956559953,1441.1674656091,1868.3705497263,1835.0751262081,1557.6751374467,1358.7005996016,1245.8719081364
b2900,331.1303932905,323.9646392738,259.5564688257,,373.8524831037,304.8740761413,262.2488123145,265.2806956518
b2901,318.9902119673,268.4032775113,257.4024865694,293.2921304434,290.0489590175,274.7867240998,271.2461713188,253.2912563965
b2903,289.2443661658,331.2367432969,368.2530715511,262.5918727829,304.3744394832,360.9507571432,385.0808792846,400.1746699757
b2904,392.2229901236,441.7672604894,501.9254788609,364.2522136684,,,639.6489518349,621.8231911618
b2905,261.9627290318,330.0744357848,390.3417291848,259.3330212284,280.2295994231,383.6462058311,449.8179380875,443.6222779883
b2908,424.8596965127,367.0151492167,307.230559843,386.1595548206,383.3401768924,311.1477056541,271.8444250134,247.3574686685
b2909,109.5914138195,,108.644167684,,,,80.6791531842,
b2910,309.6415339796,260.0552831883,257.0540084829,301.3383216676,273.4144493288,278.9333270525,268.6657863272,258.440950201
b2913,6150.2650341754,7623.2837670147,9547.108777142,6426.782027368,6909.9665811967,8493.7350921848,11400.5831966077,13886.1162968928
b2914,2005.6702907285,1952.8905441007,1681.4520742101,2122.7707590618,1955.067392859,1887.3587301742,1643.9103409786,1584.2225454381
b2916,167.8385362972,147.830452791,159.0864210651,181.7923055705,166.9086497502,153.2622705811,164.4757650109,166.5434410125
b2922,1600.2840980675,1453.0208962554,1311.6453348007,1766.0613137269,1450.8666405146,1320.3953043617,1240.4741243151,1308.5320615108
b2924,491.6221156775,713.0020077847,1026.5932455639,452.9934540887,504.0867584921,729.5579916951,1068.2313137079,996.6040057175
b2925,9009.9037790754,8660.145661267,8895.1603290088,8839.5762073455,8588.5087786321,8783.2300100157,9118.2913075606,9154.9192768235
b2926,18811.0897607072,17257.2598268404,16633.1195818318,19052.1039303199,17674.4634699779,17333.1885021561,16939.7378779052,15699.903329262
b2935,2497.2365665793,2677.9167961476,2607.8701989457,2391.4174984605,2704.3118920514,2697.9995114243,2911.2170525031,2874.6920740765
b2936,330.032586254,248.7502140816,221.5833666549,370.8285153069,261.8040353321,230.0363039294,194.3179811027,197.0751477474
b2937,288.2829543197,295.3593957502,262.8260367628,314.4292938774,295.3163164242,285.8644260105,248.6541057672,242.3160147335
b2938,446.0523142932,489.5457657133,528.7310449461,409.7440469134,452.9250496712,476.033756753,477.2125119064,490.9509430283
b2942,4174.3895929529,4159.2525466599,4828.396827399,4386.2151900036,4262.7124677982,4553.3178387352,5564.4096620402,6305.4678952398
b2943,,,,,,,,
b2947,462.1341195669,446.7183380961,425.4555315136,442.7726120911,430.8015641069,391.6674237751,373.6586428175,393.982779905
b2948,207.3822087669,246.107377564,253.1465952353,,165.0252322382,223.304399624,252.2903059291,249.4880175343
b2951,136.8674704515,139.0960011039,148.8822572805,164.1243205455,144.7908146392,,145.174358171,140.0460591087
b2954,262.0972697329,277.8309563613,272.8111946927,220.2173565446,249.1760074788,282.5911251033,293.1170950694,289.1331706178
b2958,87.8348589175,147.6300759017,,,,,,
b2959,1380.2108547938,1271.006182711,1208.5190671235,1478.190492381,1391.5850595878,1279.2718999952,1222.0901894251,1195.4931611437
b2960,130.0042771615,140.5292686688,135.7667942504,140.7300695239,139.2475729892,176.8821870433,153.9306377043,155.1935343478
b2962,2287.5285912341,1957.974747656,1483.3871484002,2464.7669012057,2342.9226300367,2097.1899135716,1438.2063056767,1332.9124558921
b2963,,,11.8957982392,,,,,15.2461087429
b2965,17.4848745722,22.2496480382,22.3062802548,36.7597802811,18.40237997,22.9493552516,29.9327151885,29.3023101697
b2976,2789.9436916765,2069.4772406512,1553.6475753862,2489.2899743163,2303.6749181279,1768.1541475171,1025.814006336,698.9820464611
b2977,1634.9916644458,1266.3044434388,751.9915172321,1577.9808209769,1322.2061455137,1149.2787182004,703.0277065951,399.27466239
b2988,94.274054089,104.568753015,92.5296188856,76.9872915429,110.0395701945,76.5317529892,105.6828712599,129.0521904624
b2989,1596.768271848,1029.4842160387,743.0131060193,1632.0862545006,1336.0898201242,907.682291239,592.2669478875,495.1611418374
b3001,1682.848461422,769.5811550098,787.1290386964,1262.3430272002,1581.0903911289,844.4537208554,623.6846958164,375.5806624384
b3003,29.7670187915,19.6540810889,16.2558387674,28.6315282126,,,12.0546009719,
b3005,220.8830490421,249.0474842155,241.2703911768,,,,,
b3006,177.2892990639,194.652407308,238.4530029925,155.1782805357,189.8144445598,207.4267743563,274.2776273933,282.9068714176
b3008,654.7105121934,556.2593973767,487.9925146579,720.7350821821,632.5881991322,508.3596115825,498.1662585275,517.8332502266
b3011,289.7639821754,225.6878571767,256.9151435644,275.7122155695,247.9918605249,217.6642062364,316.4085875325,417.4716377726
b3012,313.2421394177,247.5895914205,198.8454801032,312.0911117958,276.0917190624,245.5126105082,220.8116535388,188.8857070571
b3018,,,10.621369248,10.6719624943,,,,
b3019,56.7374341496,58.2075437949,65.0438365566,63.9337949238,51.5491289601,,58.0729242015,61.2032068098
b3024,,,,706.7195165827,884.0701882304,399.4220331255,,524.0160747868
b3028,914.8451224618,767.1070657711,679.8989401483,1025.5464617105,835.5519028464,679.1351223912,622.1488588393,597.2101124613
b3029,1080.717896814,1111.9304582955,923.9936825229,1366.8127560549,1224.1584186569,975.777750354,847.2282329461,835.1679512657
b3030,24.8912521257,25.6613328123,25.8666463103,22.4375650153,,,,31.1621630477
b3032,,,,,,,,
b3034,127.2294543967,118.0926300581,,113.244710555,161.8821200997,105.6963176849,,
b3035,3024.0106782233,2888.5435024301,2752.695153235,3040.9580931937,2932.3078590862,2788.8904773787,2776.0240071062,2723.2052769673
b3037,203.4193174337,168.838846624,154.9420254832,216.0955928156,170.73184493,146.5766109562,129.7276457517,130.3309205828
b3038,80.0415990663,84.5293221115,83.8254972664,91.1254256416,,85.74206501,79.2282853578,72.6349979661
b3041,87.0319914809,94.9795869333,93.2092345642,,,,,73.9717922991
b3042,1196.4369600137,1119.9902385653,1022.8529769069,1183.6472799846,1155.4861242505,1069.1673833572,1127.6187894274,1099.9634261783
b3052,609.0503307911,631.9097284713,616.4577592232,618.5273665271,623.7821288094,628.9112196982,590.3651349493,598.1094636195
b3053,55.2697642964,51.8617720589,,,,,50.1221362763,
b3054,85.1693069821,83.4698916272,84.9119026949,88.9521698587,84.0073399364,75.831050197,91.0546210488,88.2698954532
b3055,173.7889393216,103.9436429446,68.8429735611,,174.6359732195,,,70.1012972894
b3058,,109.3514699364,,,108.8943307798,,,
b3064,,37.7468121051,52.1409208581,52.5543096814,50.6971235962,55.8769981241,55.6130868397,55.0027781774
b3065,8605.1527945593,10670.3234690287,12006.2242747747,9345.8120495277,9888.3985055739,11257.3293633787,13186.972988539,14039.7421285481
b3067,615.7007335956,586.8590337031,560.3345304249,581.6644400569,553.7918529265,502.286159096,556.10530767,531.5801634424
b3068,151.0523912077,168.282582361,,168.4326926157,188.7198868574,210.7471058744,301.3521243804,148.1213858441
b3070,,76.3030146284,84.1770445773,,,,,65.475585264
b3071,,,,,,,,
b3072,,,,,,,,
b3073,,,,,,,,
b3081,,,,,,,,
b3087,249.5984875455,145.8815224893,92.7820244673,147.5633539775,228.5637240448,101.5177398203,,
b3089,,294.7795396844,248.0476690389,,309.8199375323,241.3600766897,,166.2960474449
b3092,107.9798558809,56.0496761074,50.6553298783,,,,44.2692028188,34.0134172923
b3098,13600.5216978159,11518.5051627579,11434.6417248252,15738.3658186105,11803.7495182812,10926.6491746229,8891.8747189499,8656.4391254957
b3099,,,,,,,,29.0041302953
b3100,,,,,,,,
b3113,,,,,,,,
b3131,,,,62.3013459771,,67.0845271754,,
b3146,78.918430981,80.2643904445,73.776025687,71.7019925908,,,,89.7864243423
b3147,343.5688955675,335.7528391575,336.5734027969,307.5000494984,322.7657902036,338.6554861153,350.6906024403,343.5904342055
b3149,,78.5955569714,68.828706692,,,,,75.8509795831
b3150,713.9718382566,634.7829594382,580.6672315968,747.1908020399,685.4261167006,662.4373647929,595.8582268543,525.1817701629
b3156,266.5698134778,244.1688626855,202.091098372,313.5861570327,268.481480447,228.9906848396,177.2014100311,135.5824065142
b3162,169.694978685,352.0141738241,498.3893497791,,222.5242785796,390.0552116341,479.8221318381,514.2635252315
b3163,,,,,,,,
b3164,3271.8565570315,3459.2951739223,3277.7449383806,3232.79076307,3319.0373222861,3349.1733155667,3402.4530780658,3157.4495887465
b3165,12419.6764456099,14186.5694958317,16909.1016298992,12370.621396408,13020.5731169997,15702.1539809559,18272.4752065096,18763.9184599739
b3166,,,29.0153114275,21.2428518803,,,,
b3167,1437.7815454486,1436.8817610075,1453.8546476748,1334.438646578,1423.9262391308,1578.0071024019,1475.3910463748,1411.9732549144
b3168,1773.7115546894,2107.242137683,2179.986542471,1865.4402858263,1904.4951184705,2122.9631001009,2259.1402166993,2259.3742660959
b3169,2029.9305242545,2235.4318747946,2411.7629700543,1983.8443266984,2164.7617533214,2242.183363541,2241.4438007675,2312.5051848604
b3172,3298.4667283883,4521.5066517646,6136.2393759114,3508.1930670266,3746.3293046623,4887.426085647,7059.1311038131,7944.0822913477
b3175,820.1912511238,949.1764785866,991.2036782544,843.7965132926,856.5192831486,952.5587094912,1004.1799123191,1064.4866849622
b3176,907.0998142294,930.4380193394,915.1472987715,881.0380363754,836.3741063489,965.9407046964,922.4584549048,924.1953209277
b3177,74.5201373465,91.9277661558,106.78434791,77.7790799707,87.5934611842,,,115.8539664317
b3178,1139.9138436466,1152.6200280189,1196.575245059,1160.7365089075,1153.0406478367,1185.809069843,1241.8064058489,1229.7399573481
b3179,296.4335032374,232.9717627321,256.7441767134,,195.6132280195,209.1299262398,206.0059092091,196.40206523
b3180,1074.6541622321,1198.4332755308,1261.6779158269,1126.7255371207,1208.2619807424,1244.7410275437,1282.6820977789,1372.6372390904
b3181,2436.4050224516,2402.0292993686,2237.3465184126,2387.9864672316,2462.8212260097,2431.5146730858,2166.4814776549,2055.4610588305
b3183,259.6864145008,292.8172531196,312.6454734088,280.0970078542,291.2595503574,301.5541920225,287.8361119541,302.3494415527
b3185,4010.3890578568,4948.4213407118,6155.9105456331,4029.1984661033,4372.2198685681,5316.4433758124,6233.4605624233,6292.6690586925
b3186,14228.9229030468,16807.0140466595,20082.6165707355,14331.9951349107,15276.1626786469,18231.5365636815,21287.3516602115,22679.6914948167
b3187,,88.9501850348,,72.8754969249,,88.8111218321,70.6015093759,77.6759539855
b3189,310.0180031712,349.7313134939,373.4936758933,334.5710879471,371.8540242815,357.9150662173,411.2355761332,382.0599603821
b3191,,,,,,,,
b3192,1083.292094669,931.9129552844,798.2303020082,1006.5138010529,1154.4900629716,844.9636015358,733.9736062217,739.5339643478
b3193,398.254690208,377.3278049737,413.1663997242,413.8387267925,420.4186044036,482.4596882524,438.822045668,435.843232174
b3195,,,,110.1617936455,,61.4459711087,,66.5417343326
b3197,156.6570749693,143.705759338,150.4905313477,176.9642707543,186.6656616922,159.9453574376,158.1510503317,191.533536802
b3198,,206.7056347754,181.7610800061,206.1407402913,226.1476874848,210.6958312478,204.3718285382,198.4816670426
b3199,,,,,,,,
b3200,,,,174.0427122671,186.5339946762,148.9020518305,125.5618179467,137.8353837372
b3201,419.3465574197,379.2757168971,356.0851195814,407.670622842,376.0711851642,385.1873393346,337.3411371769,366.1905499433
b3202,,29.5432503877,26.9771691488,,,,,
b3203,2018.030385447,1466.1306668937,1286.0607233579,1838.5888779295,1831.2352735969,1520.9717078824,826.0620053906,770.2459823673
b3204,425.4022537108,319.4179797316,283.5561558548,449.4191131814,388.8060921534,392.4026331478,281.3492193089,250.9560227547
b3205,,,,,,,,
b3209,1709.5285932299,1597.7560804102,1296.5239585029,1746.9857489842,1686.4672129574,1637.7767536979,1183.5238563329,1080.4281312169
b3210,48.9581531778,42.7172277857,38.7148629205,43.1550796445,34.7448568997,30.4269607636,28.4939978032,26.420803562
b3212,731.6973141537,953.1554944715,1262.8895017082,715.3454634082,860.5736482368,1097.2344576223,1436.1057202173,1678.5117915664
b3213,911.2909333753,1182.1476080992,1521.2499052519,877.062950539,988.5696953369,1342.7839149858,1664.991383348,1942.2978168614
b3225,87.3229087092,81.0674674517,44.0137607559,103.0023227561,,96.351291691,55.2185623733,
b3228,280.8560113363,274.4148825056,284.8245488554,,,269.8990892538,288.3108432787,
b3229,2481.7008550902,2327.705176329,2268.3888421734,2470.2887450043,2326.1543534162,2366.8308644968,2188.1271917045,2080.8903626586
